Div,Date,Y,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,pH,pD,pA,home_xG,away_xG
EPL,2019-04-27,18,Fulham,Cardiff,1,0,0,0,8,13,2,8,0.406428133761628,0.2629184692797593,0.33065339695861257,0.519072,1.11322
EPL,2019-04-27,18,Southampton,Bournemouth,3,3,1,2,22,9,7,5,0.5087241073380221,0.2530441155670991,0.23823177709487867,2.73537,2.6221400000000004
EPL,2019-04-27,18,Tottenham,West Ham,0,1,0,0,14,16,4,7,0.6788292156681831,0.18907428830990014,0.1320964960219167,1.35378,0.9915579999999999
EPL,2019-04-27,18,Watford,Wolves,1,2,0,1,10,11,1,4,0.3708917323735302,0.29492595586328907,0.33418231176318075,0.896093,2.4435700000000002
EPL,2019-04-28,18,Burnley,Man City,0,1,0,0,2,25,0,7,0.049815775714343806,0.10938056635920966,0.8408036579264465,0.0899809,2.34878
EPL,2019-04-28,18,Leicester,Arsenal,3,0,0,0,24,6,12,1,0.36527075034987616,0.25966196576595973,0.37506728388416405,3.6797,0.600697
EPL,2019-04-28,18,Man United,Chelsea,1,1,1,1,7,16,5,3,0.359521097661113,0.2861494450772124,0.35432945726167464,1.12483,1.6298
EPL,2019-05-03,18,Everton,Burnley,2,0,2,0,20,5,6,1,0.5804297983134495,0.249391831500408,0.17017837018614226,1.7646099999999998,0.473292
EPL,2019-05-04,18,Bournemouth,Tottenham,1,0,0,0,20,11,6,5,0.2406386178705025,0.2505109714241642,0.5088504107053334,2.22622,0.7133619999999999
EPL,2019-05-04,18,Cardiff,Crystal Palace,2,3,1,2,18,21,8,7,0.3736531754943004,0.2610590186120179,0.36528780589368176,1.4996,1.80991
EPL,2019-05-04,18,Newcastle,Liverpool,2,3,1,2,14,11,7,4,0.09744336275134201,0.1917932854153398,0.7107633518333181,1.2970700000000002,1.48081
EPL,2019-05-04,18,West Ham,Southampton,3,0,1,0,17,11,6,1,0.42009933448090603,0.2631267336936857,0.31677393182540814,1.9986599999999999,0.44368599999999997
EPL,2019-05-04,18,Wolves,Fulham,1,0,0,0,19,6,6,2,0.6218194492854653,0.23318229348204947,0.14499825723248516,2.09397,0.5124770000000001
EPL,2019-05-05,18,Arsenal,Brighton,1,1,1,0,20,11,8,5,0.6796250536352396,0.20590335311406624,0.11447159325069406,2.36178,1.90585
EPL,2019-05-05,18,Chelsea,Watford,3,0,0,0,19,15,9,3,0.6981130880769962,0.18878933704805928,0.1130975748749446,2.9647799999999997,1.2712
EPL,2019-05-05,18,Huddersfield,Man United,1,1,0,1,7,23,3,7,0.10473253169219005,0.17386353732354573,0.7214039309842643,0.73663,1.8804900000000002
EPL,2019-05-06,18,Man City,Leicester,1,0,0,0,19,7,5,2,0.8275534672546855,0.11595659361532717,0.05648993912998728,1.08617,0.537307
EPL,2019-05-12,18,Brighton,Man City,1,4,1,2,6,20,2,9,0.06188555607836894,0.11839305281577803,0.8197213911058531,0.595313,2.22234
EPL,2019-05-12,18,Burnley,Arsenal,1,3,0,0,14,17,5,6,0.3096984515077425,0.2567237163814181,0.43357783211083945,1.7293900000000002,2.87276
EPL,2019-05-12,18,Crystal Palace,Bournemouth,5,3,3,1,17,16,8,8,0.5181197761879717,0.2352814442592722,0.2465987795527561,2.8589900000000004,1.8981
EPL,2019-05-12,18,Fulham,Newcastle,0,4,0,2,16,13,2,6,0.38235861802740784,0.2731132985910056,0.3445280833815865,0.5698449999999999,1.95921
EPL,2019-05-12,18,Leicester,Chelsea,0,0,0,0,9,14,3,4,0.39979887624907945,0.26726281042404215,0.3329383133268784,0.345306,1.26735
EPL,2019-05-12,18,Liverpool,Wolves,2,0,1,0,13,7,5,2,0.7400145287465975,0.16801023096326567,0.09197524029013689,1.70197,0.883861
EPL,2019-05-12,18,Man United,Cardiff,0,2,0,1,26,13,10,4,0.7532508551814966,0.15231612869388875,0.09443301612461466,1.89555,1.71095
EPL,2019-05-12,18,Southampton,Huddersfield,1,1,1,0,10,10,3,3,0.6724438451672312,0.20048015259644159,0.12707600223632717,0.941018,0.857152
EPL,2019-05-12,18,Tottenham,Everton,2,2,1,0,11,17,3,9,0.4642857142857143,0.26785714285714285,0.26785714285714285,0.882608,2.06851
EPL,2019-05-12,18,Watford,West Ham,1,4,0,2,17,16,8,9,0.4431078682705581,0.2532044961546046,0.3036876355748373,2.06986,3.20094
La_Liga,2014-08-23,14,Almeria,Espanol,1,1,0,0,19,12,6,2,0.34986343919027474,0.29775611845980826,0.35238044234991706,0.9787879999999999,0.399306
La_Liga,2014-08-23,14,Granada,La Coruna,2,1,0,1,10,7,3,1,0.4781820665482786,0.2943763472744658,0.2274415861772555,0.548351,0.379371
La_Liga,2014-08-23,14,Malaga,Ath Bilbao,1,0,1,0,12,12,3,5,0.3314770818516109,0.29114900957886297,0.37737390856952624,1.32107,1.14151
La_Liga,2014-08-23,14,Sevilla,Valencia,1,1,1,0,10,11,3,1,0.47802532674206,0.27070495022685714,0.2512697230310828,1.1719700000000002,1.7490299999999999
La_Liga,2014-08-24,14,Barcelona,Elche,3,0,1,0,12,3,6,0,0.8923096255340538,0.07464186981653682,0.0330485046494094,1.54124,0.10804000000000001
La_Liga,2014-08-24,14,Celta,Getafe,3,1,1,0,20,12,8,3,0.5104819292296443,0.26926519343981237,0.22025287733054316,1.9172099999999999,0.6739649999999999
La_Liga,2014-08-24,14,Eibar,Sociedad,1,0,1,0,12,19,5,4,0.27758163365276806,0.29076058361847806,0.4316577827287538,0.465398,0.9755229999999999
La_Liga,2014-08-24,14,Levante,Villarreal,0,2,0,0,9,12,2,6,0.25528441672596375,0.2866351345695031,0.45808044870453307,0.345435,3.01412
La_Liga,2014-08-25,14,Real Madrid,Cordoba,2,0,1,0,14,8,8,2,0.9128737065365137,0.05796883477709612,0.02915745868639014,0.612645,0.37840999999999997
La_Liga,2014-08-25,14,Vallecano,Ath Madrid,0,0,0,0,8,9,2,2,0.1387024289477276,0.22036543205852455,0.6409321389937479,0.357337,0.9015860000000001
La_Liga,2014-08-29,14,Getafe,Almeria,1,0,1,0,12,11,3,4,0.469080677089922,0.28582466913059384,0.24509465377948425,1.31774,1.31079
La_Liga,2014-08-29,14,Valencia,Malaga,3,0,2,0,14,17,4,4,0.6171238410255148,0.23307052428279537,0.14980563469168984,1.9686299999999999,1.13196
La_Liga,2014-08-30,14,Ath Bilbao,Levante,3,0,1,0,10,10,5,2,0.7297358265395968,0.18380564051937215,0.08645853294103092,2.25621,0.331502
La_Liga,2014-08-30,14,Ath Madrid,Eibar,2,1,2,1,15,8,6,2,0.7847110815146655,0.1556966431576717,0.059592275327662925,1.3714600000000001,0.8551129999999999
La_Liga,2014-08-30,14,Cordoba,Celta,1,1,0,0,6,9,1,4,0.28604253167154675,0.292873398099524,0.4210840702289294,0.241504,0.786352
La_Liga,2014-08-30,14,Espanol,Sevilla,1,2,0,1,4,13,2,6,0.3872934793696611,0.2924932844194753,0.32021323621086356,0.9457450000000001,1.36011
La_Liga,2014-08-31,14,Elche,Granada,1,1,0,0,15,5,3,4,0.422915083864181,0.299135059318567,0.27794985681725204,1.3565200000000002,0.762738
La_Liga,2014-08-31,14,La Coruna,Vallecano,2,2,1,1,10,12,5,2,0.41720865960386916,0.29442653155228005,0.28836480884385074,1.8994400000000002,2.2358599999999997
La_Liga,2014-08-31,14,Sociedad,Real Madrid,4,2,2,2,13,19,5,5,0.11193769878193517,0.18341851392171027,0.7046437872963546,2.74099,2.3157400000000004
La_Liga,2014-08-31,14,Villarreal,Barcelona,0,1,0,0,9,20,0,8,0.17574753726789294,0.2188998343649202,0.6053526283671867,1.10836,3.12545
La_Liga,2014-09-12,14,Almeria,Cordoba,1,1,1,1,12,11,2,4,0.4667689161554192,0.2970347648261759,0.2361963190184049,1.0362799999999999,0.763656
La_Liga,2014-09-13,14,Barcelona,Ath Bilbao,2,0,0,0,15,3,8,2,0.7352908695873366,0.16948645694127518,0.09522267347138828,2.1772,0.0979707
La_Liga,2014-09-13,14,Celta,Sociedad,2,2,1,0,13,20,6,5,0.43713513103692286,0.27738886502059695,0.2854760039424802,2.85395,1.3001200000000002
La_Liga,2014-09-13,14,Malaga,Levante,0,0,0,0,18,10,7,0,0.6091403889232583,0.24954606263777251,0.14131354843896915,0.819725,0.358265
La_Liga,2014-09-13,14,Real Madrid,Ath Madrid,1,2,1,1,21,9,4,2,0.5751578500557117,0.2444420862736775,0.1804000636706107,1.58778,1.1105399999999999
La_Liga,2014-09-14,14,Granada,Villarreal,0,0,0,0,9,14,3,3,0.25286903135868877,0.2991255614852782,0.4480054071560331,0.42119799999999996,0.634854
La_Liga,2014-09-14,14,Sevilla,Getafe,2,0,1,0,12,7,4,1,0.6717128206541966,0.21181440996870995,0.11647276937709349,2.03978,0.30148
La_Liga,2014-09-14,14,Valencia,Espanol,3,1,1,0,11,8,6,3,0.5977137790114889,0.24263628652941632,0.15964993445909478,1.8619900000000003,1.09215
La_Liga,2014-09-14,14,Vallecano,Elche,2,3,1,1,14,12,4,5,0.5542876699750412,0.25954740102005897,0.18616492900489998,1.42044,0.570631
La_Liga,2014-09-15,14,Eibar,La Coruna,0,1,0,1,14,4,2,1,0.46934361482038756,0.3046360729734813,0.2260203122061313,0.41272200000000003,0.672578
La_Liga,2014-09-19,14,Elche,Eibar,0,2,0,2,15,8,6,4,0.4399933598703055,0.3134776972877895,0.24652894284190482,1.03354,0.903058
La_Liga,2014-09-20,14,Ath Bilbao,Granada,0,1,0,1,13,3,5,2,0.6802038773095476,0.2070810958405388,0.11271502684991354,0.452668,0.385966
La_Liga,2014-09-20,14,Ath Madrid,Celta,2,2,2,1,18,5,8,5,0.657983411328999,0.22332466580414773,0.11869192286685332,2.42868,0.926164
La_Liga,2014-09-20,14,Espanol,Malaga,2,2,1,0,13,9,8,3,0.44780869731272344,0.2927465812283177,0.25944472145895886,2.76188,0.44634700000000005
La_Liga,2014-09-20,14,La Coruna,Real Madrid,2,8,0,3,14,19,5,13,0.084825191016439,0.15372076869645754,0.7614540402871035,1.74836,2.0564400000000003
La_Liga,2014-09-21,14,Cordoba,Sevilla,1,3,0,1,9,15,3,8,0.22229243303017307,0.2800884656180181,0.49761910135180876,0.9019309999999999,2.64146
La_Liga,2014-09-21,14,Levante,Barcelona,0,5,0,2,9,17,2,8,0.053083739918351094,0.12478741411928707,0.8221288459623618,0.44198000000000004,3.8229
La_Liga,2014-09-21,14,Sociedad,Almeria,1,2,0,1,22,13,6,5,0.6708521951570021,0.20194725874829347,0.1272005460947043,1.67935,0.603236
La_Liga,2014-09-21,14,Villarreal,Vallecano,4,2,1,2,19,10,9,3,0.6291412326342327,0.2245904629083302,0.14626830445743713,4.38395,1.40506
La_Liga,2014-09-22,14,Getafe,Valencia,0,3,0,2,12,7,5,3,0.24307232883931312,0.2790830442229151,0.47784462693777174,0.23474,1.54259
La_Liga,2014-09-23,14,Celta,La Coruna,2,1,1,0,11,5,4,3,0.6042601587489634,0.23759744106148564,0.158142400189551,1.19299,1.04057
La_Liga,2014-09-23,14,Real Madrid,Elche,5,1,3,1,23,10,12,3,0.9013559767767536,0.07283009745638706,0.02581392576685921,3.93785,1.07447
La_Liga,2014-09-24,14,Almeria,Ath Madrid,0,1,0,0,6,19,1,9,0.15284310136029514,0.24333230067310674,0.603824597966598,0.263228,1.689
La_Liga,2014-09-24,14,Eibar,Villarreal,1,1,1,0,7,15,3,4,0.2708549620553013,0.30833174925792156,0.4208132886867771,0.793018,0.662859
La_Liga,2014-09-24,14,Granada,Levante,0,1,0,0,8,10,0,4,0.6242353208384847,0.23615649487142673,0.13960818429008848,0.6367189999999999,0.415162
La_Liga,2014-09-24,14,Malaga,Barcelona,0,0,0,0,6,10,2,0,0.10402052965278195,0.1799841458028869,0.7159953245443312,0.27865700000000004,0.646364
La_Liga,2014-09-24,14,Sevilla,Sociedad,1,0,1,0,19,8,8,1,0.5469409129258429,0.24475605853431473,0.20830302853984234,2.02336,0.24873299999999998
La_Liga,2014-09-24,14,Vallecano,Ath Bilbao,2,1,1,1,15,8,5,3,0.30321500261426915,0.27280904134932854,0.4239759560364023,3.17965,1.06179
La_Liga,2014-09-25,14,Espanol,Getafe,2,0,0,0,10,6,4,2,0.5688321589098243,0.25952024226124615,0.17164759882892944,2.09364,0.40196
La_Liga,2014-09-25,14,Valencia,Cordoba,3,0,2,0,17,2,7,1,0.717256015067512,0.18752685890123882,0.09521712603124917,1.2642799999999998,0.116667
La_Liga,2014-09-26,14,Elche,Celta,0,1,0,0,14,16,3,4,0.3159866777685262,0.2968359700249792,0.38717735220649463,0.402099,2.04008
La_Liga,2014-09-27,14,Ath Bilbao,Eibar,0,0,0,0,13,10,1,2,0.6199893105291289,0.24489577765900591,0.13511491181186533,1.1659899999999999,0.5182439999999999
La_Liga,2014-09-27,14,Ath Madrid,Sevilla,4,0,2,0,11,4,6,1,0.5599073632586337,0.26129010285402904,0.1788025338873374,2.70863,0.178376
La_Liga,2014-09-27,14,Barcelona,Granada,6,0,3,0,19,9,12,1,0.8605851979345955,0.0981067125645439,0.04130808950086058,4.92758,0.445275
La_Liga,2014-09-27,14,Levante,Vallecano,0,2,0,2,7,13,0,5,0.329167954992798,0.2876599723983982,0.38317207260880387,0.637848,1.39355
La_Liga,2014-09-27,14,Villarreal,Real Madrid,0,2,0,2,19,11,5,3,0.18014405017866492,0.22950436369366212,0.590351586127673,0.951263,0.9763459999999999
La_Liga,2014-09-28,14,Cordoba,Espanol,0,0,0,0,10,4,4,2,0.33602688978165396,0.3019072363576707,0.3620658738606752,0.13711900000000002,0.112527
La_Liga,2014-09-28,14,Getafe,Malaga,1,0,1,0,9,10,3,0,0.3096497088140826,0.303897701839208,0.38645258934670934,0.704397,0.6194569999999999
La_Liga,2014-09-28,14,La Coruna,Almeria,0,1,0,0,8,15,1,6,0.474053778643083,0.2877687160677952,0.2381775052891218,0.957268,0.72135
La_Liga,2014-09-28,14,Sociedad,Valencia,1,1,1,1,18,7,5,2,0.36020395775160857,0.2848124317105743,0.35498361053781724,0.762877,0.554817
La_Liga,2014-10-03,14,Getafe,Cordoba,1,1,0,0,18,10,5,3,0.4778663624424605,0.30049878619847975,0.22163485135905972,1.4608,0.377042
La_Liga,2014-10-04,14,Almeria,Elche,2,2,1,1,16,6,3,3,0.42996695460606416,0.3007130848165111,0.26931996057742474,2.3406700000000003,0.5111439999999999
La_Liga,2014-10-04,14,Eibar,Levante,3,3,0,2,14,13,6,5,0.5365215389194318,0.288774828300753,0.17470363277981502,1.03989,1.0354700000000001
La_Liga,2014-10-04,14,Malaga,Granada,2,1,0,1,17,8,3,5,0.5291950668256482,0.2765567439625563,0.1942481892117955,2.2003,0.851565
La_Liga,2014-10-04,14,Valencia,Ath Madrid,3,1,3,1,6,19,3,5,0.3436979136731996,0.3013966319903443,0.35490545433645615,1.01863,1.6882700000000002
La_Liga,2014-10-04,14,Vallecano,Barcelona,0,2,0,2,14,18,4,7,0.08997033944853344,0.15566296825222453,0.754366692299242,0.515599,2.97834
La_Liga,2014-10-05,14,Celta,Villarreal,1,3,1,2,15,11,6,4,0.3810793208427366,0.28805113369583324,0.33086954546143005,1.17846,2.02409
La_Liga,2014-10-05,14,Espanol,Sociedad,2,0,1,0,10,13,4,4,0.37262070985881196,0.29517845389417935,0.3322008362470086,1.39473,0.481761
La_Liga,2014-10-05,14,Real Madrid,Ath Bilbao,5,0,2,0,19,6,14,5,0.8176601629834096,0.11980368688401606,0.06253615013257435,3.6147099999999996,0.7449180000000001
La_Liga,2014-10-05,14,Sevilla,La Coruna,4,1,2,1,16,7,10,5,0.6932623424202324,0.19908348326120726,0.10765417431856031,3.9035,0.22781700000000002
La_Liga,2014-10-17,14,Granada,Vallecano,0,1,0,0,9,8,1,2,0.41722154461808303,0.2892243745877567,0.29355408079416023,0.43246899999999994,0.471785
La_Liga,2014-10-18,14,Ath Bilbao,Celta,1,1,1,0,13,4,4,1,0.48793965354455926,0.27167831125334185,0.240382035202099,2.66245,0.22101500000000002
La_Liga,2014-10-18,14,Barcelona,Eibar,3,0,0,0,27,4,12,2,0.8900206601643204,0.0809109691058473,0.02906837072983232,3.09294,0.9291530000000001
La_Liga,2014-10-18,14,Cordoba,Malaga,1,2,0,2,8,8,2,4,0.2860537378906964,0.3134710290623286,0.4004752330469749,0.395949,1.4129200000000002
La_Liga,2014-10-18,14,Levante,Real Madrid,0,5,0,2,11,21,1,11,0.05417754980377425,0.12314318552883027,0.8226792646673955,0.488171,4.276
La_Liga,2014-10-19,14,Ath Madrid,Espanol,2,0,1,0,20,7,9,1,0.7150359371460346,0.1974998455423523,0.08746421731161316,4.12804,0.723748
La_Liga,2014-10-19,14,Elche,Sevilla,0,2,0,0,12,10,1,7,0.22840706209085498,0.28651061297361635,0.48508232493552866,0.47658,2.52963
La_Liga,2014-10-19,14,La Coruna,Valencia,3,0,2,0,11,8,5,1,0.22503009948672456,0.2666117483049237,0.5083581522083519,0.994809,0.56407
La_Liga,2014-10-19,14,Villarreal,Almeria,2,0,1,0,17,10,8,3,0.7278501196875444,0.17515109832053208,0.09699878199192348,2.75077,0.336251
La_Liga,2014-10-20,14,Sociedad,Getafe,1,2,0,0,13,16,2,7,0.624485880292313,0.23069243107268975,0.14482168863499725,1.29417,1.1981600000000001
La_Liga,2014-10-24,14,Celta,Levante,3,0,1,0,13,4,4,0,0.6486285017779614,0.2083891569541961,0.1429823412678426,1.8802400000000001,0.207108
La_Liga,2014-10-25,14,Almeria,Ath Bilbao,0,1,0,0,7,6,3,1,0.2783375314861461,0.2783375314861461,0.44332493702770776,0.31016900000000003,0.9216260000000001
La_Liga,2014-10-25,14,Cordoba,Sociedad,1,1,0,1,7,7,3,1,0.2794908062234795,0.2902404526166903,0.4302687411598303,2.09938,0.9677309999999999
La_Liga,2014-10-25,14,Eibar,Granada,1,1,1,1,7,8,3,3,0.4577889620462615,0.3061463683684374,0.2360646695853011,0.738375,0.542272
La_Liga,2014-10-25,14,Real Madrid,Barcelona,3,1,1,1,18,16,6,5,0.41039709235718913,0.2615597468623152,0.32804316078049567,1.87887,1.30281
La_Liga,2014-10-25,14,Valencia,Elche,3,1,2,0,12,8,4,3,0.6994226065025367,0.20106604704385037,0.09951134645361294,1.1850100000000001,0.49898400000000004
La_Liga,2014-10-26,14,Espanol,La Coruna,0,0,0,0,16,5,5,1,0.5159310143232972,0.27769657994738384,0.20637240572931892,0.41052700000000003,0.0932128
La_Liga,2014-10-26,14,Getafe,Ath Madrid,0,1,0,1,11,12,4,7,0.12936430657949646,0.2371678953957435,0.63346779802476,0.42457,1.57745
La_Liga,2014-10-26,14,Malaga,Vallecano,4,0,3,0,18,10,8,4,0.5025382662872087,0.27372894392739017,0.22373278978540112,3.90394,0.39505500000000005
La_Liga,2014-10-26,14,Sevilla,Villarreal,2,1,0,0,8,11,4,4,0.45667029014634897,0.27579806848726135,0.26753164136638974,1.0301200000000001,1.3659
La_Liga,2014-10-31,14,La Coruna,Getafe,1,2,0,1,9,16,2,4,0.42067180056172576,0.30630165478400656,0.2730265446542677,0.7606390000000001,1.5836
La_Liga,2014-11-01,14,Ath Madrid,Cordoba,4,2,1,0,16,8,8,4,0.8106152332329661,0.13892980626230722,0.050454960504726795,1.7735299999999998,0.7856479999999999
La_Liga,2014-11-01,14,Barcelona,Celta,0,1,0,0,19,10,9,4,0.8617810473418327,0.09455537959284785,0.043663573065319525,2.6615900000000003,1.55562
La_Liga,2014-11-01,14,Granada,Real Madrid,0,4,0,2,11,18,5,8,0.06772407008757754,0.1430720486499262,0.7892038812624963,1.07775,2.84686
La_Liga,2014-11-01,14,Sociedad,Malaga,0,1,0,0,5,6,0,2,0.4417761181217271,0.28427332818267664,0.2739505536955962,0.11286900000000001,1.46771
La_Liga,2014-11-02,14,Ath Bilbao,Sevilla,1,0,1,0,9,4,2,1,0.38881712493079906,0.28566156117364827,0.3255213138955527,0.43055,0.151226
La_Liga,2014-11-02,14,Elche,Espanol,2,1,1,0,11,15,5,5,0.3656416011398412,0.3130733198258065,0.32128507903435227,2.3523400000000003,2.01995
La_Liga,2014-11-02,14,Levante,Almeria,2,1,1,0,11,14,5,5,0.39200042230048193,0.29787266132255463,0.3101269163769635,1.46581,1.32208
La_Liga,2014-11-02,14,Villarreal,Valencia,1,3,0,1,14,6,4,3,0.46882339571179643,0.2691870596257292,0.2619895446624744,0.9533299999999999,0.339474
La_Liga,2014-11-03,14,Vallecano,Eibar,2,3,0,1,16,8,6,5,0.47845553832625143,0.2834779923609293,0.23806646931281927,1.21559,2.50481
La_Liga,2014-11-07,14,Cordoba,La Coruna,0,0,0,0,14,6,6,2,0.41406016838304377,0.30475857113907256,0.2811812604778836,1.22585,0.217729
La_Liga,2014-11-08,14,Almeria,Barcelona,1,2,1,0,6,18,2,6,0.046517915361249385,0.11536443009589846,0.8381176545428521,0.7108260000000001,2.88307
La_Liga,2014-11-08,14,Celta,Granada,0,0,0,0,17,8,5,1,0.6245422110401737,0.2345768591705916,0.14088092978923458,1.3927,1.3076299999999998
La_Liga,2014-11-08,14,Getafe,Elche,0,0,0,0,16,11,3,5,0.48273444058534026,0.29605767806291255,0.22120788135174732,0.701376,0.891117
La_Liga,2014-11-08,14,Malaga,Eibar,2,1,0,1,15,7,8,3,0.6203344763642151,0.2420070302852988,0.13765849335048597,2.15625,0.783082
La_Liga,2014-11-08,14,Real Madrid,Vallecano,5,1,2,1,16,15,11,6,0.9123733025202071,0.05581700592890918,0.03180969155088372,2.69643,0.843676
La_Liga,2014-11-09,14,Espanol,Villarreal,1,1,0,1,11,9,4,5,0.3072876691813774,0.29261124319062504,0.40010108762799745,0.9263170000000001,2.12387
La_Liga,2014-11-09,14,Sevilla,Levante,1,1,1,0,15,16,6,5,0.7561494887282075,0.16632729870502028,0.07752321256677207,1.53921,1.11455
La_Liga,2014-11-09,14,Sociedad,Ath Madrid,2,1,1,1,11,4,5,2,0.19818996468947508,0.2697130648942168,0.5320969704163081,0.896143,0.5945729999999999
La_Liga,2014-11-09,14,Valencia,Ath Bilbao,0,0,0,0,8,4,1,1,0.5983539975387788,0.23532387433179794,0.16632212812942326,0.766329,0.767828
La_Liga,2014-11-21,14,Ath Bilbao,Espanol,3,1,2,0,9,8,5,3,0.5182493944708929,0.26835379604109244,0.2133968094880147,0.829053,0.7463069999999999
La_Liga,2014-11-22,14,Ath Madrid,Malaga,3,1,2,0,11,4,5,1,0.6620460771481093,0.220186111051506,0.11776781180038481,2.30452,0.172228
La_Liga,2014-11-22,14,Barcelona,Sevilla,5,1,1,0,16,2,10,0,0.7964986716825999,0.133473210649809,0.07002811766759098,3.11963,0.113587
La_Liga,2014-11-22,14,Eibar,Real Madrid,0,4,0,2,10,19,2,8,0.05763958774334593,0.1301662213276885,0.8121941909289655,0.8735799999999999,4.68657
La_Liga,2014-11-22,14,La Coruna,Sociedad,0,0,0,0,11,17,4,5,0.2685947598785502,0.2917770457014013,0.4396281944200486,0.431861,0.629175
La_Liga,2014-11-23,14,Elche,Cordoba,2,2,0,1,17,10,6,3,0.4927662939189298,0.2935942888918175,0.2136394171892528,2.11064,0.941968
La_Liga,2014-11-23,14,Levante,Valencia,2,1,0,0,10,17,5,6,0.1624441579468114,0.2535304170539382,0.5840254249992505,1.0788,1.48232
La_Liga,2014-11-23,14,Vallecano,Celta,1,0,1,0,9,14,3,4,0.35510148971600886,0.2722444754489401,0.37265403483505105,0.8659469999999999,0.704494
La_Liga,2014-11-23,14,Villarreal,Getafe,2,1,2,0,10,15,4,5,0.667598371035777,0.2027623151699571,0.1296393137942658,0.655779,0.5801390000000001
La_Liga,2014-11-24,14,Granada,Almeria,0,0,0,0,24,3,11,1,0.4647813357040129,0.29187161259984146,0.2433470516961457,1.2609299999999999,0.0493305
La_Liga,2014-11-28,14,Sociedad,Elche,3,0,2,0,12,13,8,5,0.5721858310583329,0.25088147977173064,0.1769326891699366,1.32833,0.749825
La_Liga,2014-11-29,14,Celta,Eibar,0,1,0,1,29,8,9,2,0.5877955651376702,0.24059279259311497,0.17161164226921488,1.4299600000000001,1.0688799999999998
La_Liga,2014-11-29,14,Espanol,Levante,2,1,2,1,10,16,4,3,0.5731011568253211,0.2599477395679839,0.16695110360669493,1.12491,1.64662
La_Liga,2014-11-29,14,Getafe,Ath Bilbao,1,2,0,1,14,8,7,3,0.33436689333353803,0.3080801878827882,0.3575529187836739,0.704685,0.518302
La_Liga,2014-11-29,14,Malaga,Real Madrid,1,2,0,1,12,21,7,9,0.09588667407104305,0.16585803082558798,0.7382552951033691,1.16042,4.15129
La_Liga,2014-11-30,14,Ath Madrid,La Coruna,2,0,1,0,9,3,4,1,0.8237127094401309,0.13069574989783408,0.04559154066203515,1.07451,0.103816
La_Liga,2014-11-30,14,Cordoba,Villarreal,0,2,0,1,11,10,2,7,0.20875689404489486,0.270461279853745,0.5207818261013601,0.541323,0.84254
La_Liga,2014-11-30,14,Sevilla,Granada,5,1,1,1,13,9,8,4,0.6668926196767215,0.213115684983648,0.11999169533963044,3.8092599999999996,1.19502
La_Liga,2014-11-30,14,Valencia,Barcelona,0,1,0,0,12,7,4,1,0.16174647365332603,0.20889385001610408,0.6293596763305699,1.14991,1.9519400000000002
La_Liga,2014-12-01,14,Almeria,Vallecano,0,1,0,0,11,11,1,4,0.3983595505617977,0.28653932584269665,0.31510112359550563,0.80016,1.25863
La_Liga,2014-12-06,14,Ath Bilbao,Cordoba,0,1,0,1,15,7,3,3,0.7002218051527043,0.2042313598362054,0.09554683501109025,0.611024,1.1939
La_Liga,2014-12-06,14,Elche,Ath Madrid,0,2,0,1,8,4,1,3,0.13222706331172215,0.24285267568638078,0.624920261001897,0.424663,0.279031
La_Liga,2014-12-06,14,La Coruna,Malaga,0,1,0,1,14,8,6,3,0.272490221642764,0.29726205997392435,0.4302477183833116,2.64447,0.375388
La_Liga,2014-12-06,14,Real Madrid,Celta,3,0,1,0,20,9,11,0,0.8859646319134656,0.06867463278100187,0.045360735305532605,2.59443,0.552243
La_Liga,2014-12-07,14,Barcelona,Espanol,5,1,1,1,15,3,7,2,0.8917735211862171,0.07255553796633424,0.035670940847448686,2.11804,0.223494
La_Liga,2014-12-07,14,Granada,Valencia,1,1,0,0,9,9,2,1,0.23225772119228644,0.28492080913704904,0.48282146967066447,1.1801,0.6515380000000001
La_Liga,2014-12-07,14,Vallecano,Sevilla,0,1,0,1,11,11,3,6,0.29108662095703053,0.27098395376386547,0.437929425279104,1.41398,1.58437
La_Liga,2014-12-07,14,Villarreal,Sociedad,4,0,0,0,24,12,9,2,0.5699257692805663,0.24264166414915195,0.18743256657028182,1.76594,0.336566
La_Liga,2014-12-08,14,Eibar,Almeria,5,2,3,1,17,14,8,3,0.472050926347837,0.2913548744224039,0.23659419922975927,1.57541,1.39683
La_Liga,2014-12-08,14,Levante,Getafe,1,1,0,0,16,5,3,1,0.3696797730036481,0.3080664775030401,0.3222537494933117,1.1169,0.24465
La_Liga,2014-12-12,14,Almeria,Real Madrid,1,4,1,2,16,15,3,8,0.04620094876153688,0.10943688421727173,0.8443621670211913,1.33389,1.25169
La_Liga,2014-12-13,14,Cordoba,Levante,0,0,0,0,13,12,4,3,0.4300247456695078,0.3035468792961232,0.26642837503436895,0.806315,0.603413
La_Liga,2014-12-13,14,Getafe,Barcelona,0,0,0,0,4,23,2,2,0.059692646957480534,0.1378816070567156,0.8024257459858039,0.11349000000000001,1.87156
La_Liga,2014-12-13,14,Malaga,Celta,1,0,1,0,12,14,4,8,0.4360719494409334,0.2843947496353914,0.2795333009236753,1.1013700000000002,1.10271
La_Liga,2014-12-13,14,Valencia,Vallecano,3,0,3,0,14,19,6,4,0.6529684180372872,0.20320593922322214,0.14382564273949058,3.0154900000000002,0.603533
