Div,Date,Y,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,pH,pD,pA,home_xG,away_xG
EPL,2014-08-30,14,QPR,Sunderland,1,0,1,0,18,16,5,6,0.4036009086195771,0.303637835277267,0.29276125610315595,1.2727700000000002,0.9643430000000001
EPL,2014-08-30,14,Swansea,West Brom,3,0,2,0,15,16,8,2,0.521857806708475,0.26805810836391614,0.21008408492760883,2.02641,0.696665
EPL,2014-08-30,14,West Ham,Southampton,1,3,1,1,4,18,2,8,0.34999070656647463,0.2857066992379384,0.36430259419558697,0.635223,1.57513
EPL,2014-08-31,14,Aston Villa,Hull,2,1,2,0,11,9,4,3,0.42030668889581013,0.3099096788377334,0.26978363226645663,0.639316,0.28888
EPL,2014-08-31,14,Leicester,Arsenal,1,1,1,1,9,24,3,6,0.21633107848927483,0.25845870956350203,0.5252102119472233,0.809743,2.2964900000000004
EPL,2014-08-31,14,Tottenham,Liverpool,0,3,0,1,7,17,1,8,0.3644171918297602,0.2816903005810502,0.3538925075891895,0.48591999999999996,2.74317
EPL,2014-09-13,14,Arsenal,Man City,2,2,0,1,15,15,6,8,0.3233667550919473,0.28155208848522995,0.3950811564228227,2.07804,2.3083400000000003
EPL,2014-09-13,14,Chelsea,Swansea,4,2,1,1,29,11,9,2,0.7437653886739359,0.17469222652128033,0.08154238480478368,3.56581,1.0215299999999998
EPL,2014-09-13,14,Crystal Palace,Burnley,0,0,0,0,14,11,3,3,0.4395679249138683,0.2926079022560974,0.26782417283003446,0.7805340000000001,1.2493
EPL,2014-09-13,14,Liverpool,Aston Villa,0,1,0,1,18,5,1,1,0.7522760661855382,0.1651957577772297,0.08252817603723205,0.728097,0.701676
EPL,2014-09-13,14,Southampton,Newcastle,4,0,2,0,10,9,7,4,0.5472555392785204,0.25915010986998727,0.19359435085149243,2.1173900000000003,1.15026
EPL,2014-09-13,14,Stoke,Leicester,0,1,0,0,24,8,4,1,0.4666712302979481,0.2925401742166242,0.24078859548542778,1.64782,0.598313
EPL,2014-09-13,14,Sunderland,Tottenham,2,2,1,1,6,15,1,6,0.2641602162427817,0.28000982921734857,0.45582995453986985,0.338966,2.03694
EPL,2014-09-13,14,West Brom,Everton,0,2,0,1,11,11,1,4,0.27463121471498814,0.28173374613003094,0.44363503915498087,0.602059,0.807492
EPL,2014-09-14,14,Man United,QPR,4,0,3,0,19,9,9,2,0.7714903556483629,0.15478558478253096,0.07372405956910617,2.20911,0.563524
EPL,2014-09-15,14,Hull,West Ham,2,2,1,0,11,16,6,4,0.4554734260817245,0.2940744342569693,0.2504521396613063,0.43908400000000003,0.661678
EPL,2014-09-20,14,Aston Villa,Arsenal,0,3,0,3,6,9,2,3,0.20821015056519152,0.270156972220951,0.5216328772138574,0.6490130000000001,1.36224
EPL,2014-09-20,14,Burnley,Sunderland,0,0,0,0,17,14,6,6,0.3938328374357587,0.29185826345685695,0.31430889910738435,0.710673,0.643512
EPL,2014-09-20,14,Newcastle,Hull,2,2,0,0,25,10,7,3,0.4579140556307657,0.28821649383818787,0.2538694505310463,1.91632,0.854291
EPL,2014-09-20,14,QPR,Stoke,2,2,1,1,21,8,5,4,0.3532002450612075,0.31059196153001417,0.33620779340877827,1.0564200000000001,1.4584700000000002
EPL,2014-09-20,14,Swansea,Southampton,0,1,0,0,5,11,2,4,0.3983886213260116,0.2934239546293379,0.30818742404465044,0.520262,0.7502439999999999
EPL,2014-09-20,14,West Ham,Liverpool,3,1,2,1,13,11,7,5,0.21503076331474716,0.25206691020957506,0.5329023264756777,1.26032,0.37835
EPL,2014-09-21,14,Everton,Crystal Palace,2,3,1,1,17,10,6,3,0.704675509381994,0.19243594460529895,0.1028885460127071,2.56122,1.62886
EPL,2014-09-21,14,Leicester,Man United,5,3,1,2,15,16,5,5,0.17386722866174922,0.23182297154899895,0.5943097997892519,2.5422,1.7119099999999998
EPL,2014-09-21,14,Man City,Chelsea,1,1,0,0,16,6,4,2,0.41027762592160283,0.2754391926833233,0.31428318139507394,1.05592,1.02093
EPL,2014-09-21,14,Tottenham,West Brom,0,1,0,0,7,10,1,4,0.641209024774008,0.22347376034264974,0.13531721488334236,0.438596,1.0840100000000001
EPL,2014-09-27,14,Arsenal,Tottenham,1,1,0,0,16,6,6,4,0.5446827498681626,0.2539971372442209,0.20132011288761653,1.2647,0.673535
EPL,2014-09-27,14,Chelsea,Aston Villa,3,0,1,0,17,7,8,1,0.801931667769689,0.13877399073461286,0.05929434149569822,3.1421799999999998,0.22889600000000002
EPL,2014-09-27,14,Crystal Palace,Leicester,2,0,0,0,16,7,6,1,0.37123278304932805,0.2908173730712837,0.3379498438793883,2.1144,0.45354700000000003
EPL,2014-09-27,14,Hull,Man City,2,4,2,2,10,20,5,6,0.144418443181526,0.22699102527837067,0.6285905315401035,1.12374,1.7895299999999998
EPL,2014-09-27,14,Liverpool,Everton,1,1,0,0,24,11,8,5,0.5001039690172329,0.2572713331427235,0.24262469784004367,1.5286,0.47588500000000006
EPL,2014-09-27,14,Man United,West Ham,2,1,2,1,8,13,3,4,0.7038317341493096,0.17983935854182723,0.11632890730886328,0.520246,1.27452
EPL,2014-09-27,14,Southampton,QPR,2,1,0,0,19,10,9,2,0.6675191861155045,0.21193373727641288,0.1205470766080825,2.34463,0.456323
EPL,2014-09-27,14,Sunderland,Swansea,0,0,0,0,15,7,3,1,0.3314792136396064,0.30377042488335454,0.3647503614770391,1.39649,0.156398
EPL,2014-09-28,14,West Brom,Burnley,4,0,2,0,20,10,6,2,0.48793428202321437,0.2834531522736014,0.2286125657031843,1.8112700000000002,0.473814
EPL,2014-09-29,14,Stoke,Newcastle,1,0,1,0,12,16,3,1,0.4598503532165698,0.28639802700330225,0.25375161978012795,1.56203,1.13994
EPL,2014-10-04,14,Aston Villa,Man City,0,2,0,0,6,27,1,7,0.12194114963914894,0.21479786752629082,0.6632609828345601,0.690283,2.30634
EPL,2014-10-04,14,Hull,Crystal Palace,2,0,0,0,15,11,2,2,0.46269172786744667,0.28514722763924044,0.25216104449331284,1.07209,0.616109
EPL,2014-10-04,14,Leicester,Burnley,2,2,2,1,15,10,6,4,0.547021407564462,0.2632172901990288,0.1897613022365091,1.5777299999999999,0.9577180000000001
EPL,2014-10-04,14,Liverpool,West Brom,2,1,1,0,19,8,7,4,0.6715523761725348,0.20511850820332655,0.1233291156241385,1.5616299999999999,1.4384
EPL,2014-10-04,14,Sunderland,Stoke,3,1,2,1,8,11,3,5,0.384382449584434,0.30345982861929,0.312157721796276,1.40551,0.478187
EPL,2014-10-04,14,Swansea,Newcastle,2,2,1,1,11,9,5,4,0.5106053158909599,0.26859238534538166,0.22080229876365834,1.5524200000000001,1.18603
EPL,2014-10-05,14,Chelsea,Arsenal,2,0,1,0,5,10,3,0,0.5870555321428391,0.23911774114110762,0.1738267267160534,1.4026299999999998,0.33069899999999997
EPL,2014-10-05,14,Man United,Everton,2,1,1,0,15,10,4,6,0.5911720107249375,0.23421134553780337,0.1746166437372591,1.6239,2.13558
EPL,2014-10-05,14,Tottenham,Southampton,1,0,1,0,9,7,4,3,0.45347866076053744,0.28391707456311915,0.26260426467634346,0.8987350000000001,1.1458700000000002
EPL,2014-10-05,14,West Ham,QPR,2,0,1,0,11,10,3,3,0.513361379392072,0.2716122533625645,0.21502636724536353,1.64038,0.697342
EPL,2014-10-18,14,Arsenal,Hull,2,2,1,1,25,4,9,4,0.6815142351514586,0.20151550279632452,0.11697026205221697,2.14845,0.5520619999999999
EPL,2014-10-18,14,Burnley,West Ham,1,3,0,0,17,22,3,6,0.3462710877532148,0.29078551286100823,0.36294339938577697,1.74404,2.84138
EPL,2014-10-18,14,Crystal Palace,Chelsea,1,2,0,1,7,14,4,5,0.11522983138340322,0.20928495016216397,0.6754852184544327,1.1677899999999999,1.01515
EPL,2014-10-18,14,Everton,Aston Villa,3,0,1,0,15,10,6,2,0.6271929824561403,0.2280701754385965,0.14473684210526316,1.6701599999999999,0.37205
EPL,2014-10-18,14,Man City,Tottenham,4,1,2,1,20,19,12,7,0.6684141052234585,0.20512917216669813,0.1264567226098435,3.75041,2.32314
EPL,2014-10-18,14,Newcastle,Leicester,1,0,0,0,19,7,6,2,0.4335574779534368,0.271728224344076,0.29471429770248725,2.1929,0.650379
EPL,2014-10-18,14,Southampton,Sunderland,8,0,3,0,20,12,11,1,0.6172495736038145,0.23821039369661776,0.14454003269956778,3.7109699999999997,0.92175
EPL,2014-10-19,14,QPR,Liverpool,2,3,0,0,15,15,6,5,0.1505375391078535,0.22825691976353601,0.6212055411286106,2.60852,1.51813
EPL,2014-10-19,14,Stoke,Swansea,2,1,1,1,17,13,3,5,0.38446579167407596,0.2961896582383364,0.3193445500875875,1.7584099999999998,2.2682700000000002
EPL,2014-10-20,14,West Brom,Man United,2,2,1,0,8,22,2,7,0.19388281914967836,0.24662675987553545,0.5594904209747861,0.61662,0.934042
EPL,2014-10-25,14,Liverpool,Hull,0,0,0,0,17,6,4,3,0.6797061872785054,0.20222663423162146,0.1180671784898731,0.678924,0.22299899999999998
EPL,2014-10-25,14,Southampton,Stoke,1,0,1,0,20,8,2,1,0.5951612903225807,0.23951612903225808,0.16532258064516128,1.3758,0.867568
EPL,2014-10-25,14,Sunderland,Arsenal,0,2,0,1,11,15,3,5,0.188209070072485,0.24824538103231564,0.5635455488951994,0.44149099999999997,1.47081
EPL,2014-10-25,14,Swansea,Leicester,2,0,1,0,7,9,3,4,0.5113812238118607,0.2639386961609603,0.224680080027179,1.0560100000000001,0.773436
EPL,2014-10-25,14,West Brom,Crystal Palace,2,2,0,2,17,8,4,6,0.5185239947879605,0.270721091201449,0.21075491401059035,1.4572399999999999,1.7735400000000001
EPL,2014-10-25,14,West Ham,Man City,2,1,1,0,12,21,4,5,0.14715422087932417,0.20807794289942655,0.6447678362212493,2.6263099999999997,1.8643
EPL,2014-10-26,14,Burnley,Everton,1,3,1,2,14,15,3,6,0.21836219922213815,0.25733498018566936,0.5243028205921926,1.55564,1.32187
EPL,2014-10-26,14,Man United,Chelsea,1,1,0,0,19,9,7,4,0.33563987815426277,0.2800195554886992,0.3843405663570382,1.84074,0.989916
EPL,2014-10-26,14,Tottenham,Newcastle,1,2,1,0,17,8,2,2,0.5562546605698208,0.24911150193457618,0.19463383749560326,2.03729,0.7396699999999999
EPL,2014-10-27,14,QPR,Aston Villa,2,0,1,0,11,15,4,6,0.42066835364935495,0.2952280915671678,0.2841035547834774,0.81667,1.18709
EPL,2014-11-01,14,Arsenal,Burnley,3,0,0,0,32,6,13,2,0.7675368898978433,0.15820406104174548,0.07425904906041114,4.3298,0.6842590000000001
EPL,2014-11-01,14,Chelsea,QPR,2,1,1,0,18,7,8,1,0.8250186118890683,0.12586822412153736,0.04911316398939426,2.23703,0.510067
EPL,2014-11-01,14,Everton,Swansea,0,0,0,0,17,8,3,0,0.563453899226427,0.2546518921179176,0.18189420865565548,1.1477899999999999,0.694419
EPL,2014-11-01,14,Hull,Southampton,0,1,0,1,8,10,1,3,0.2447277815439794,0.27184443323860313,0.48342778521741747,0.256678,1.90484
EPL,2014-11-01,14,Leicester,West Brom,0,1,0,0,14,8,5,3,0.4170411025555019,0.28325045982815883,0.29970843761633925,1.41001,0.562442
EPL,2014-11-01,14,Newcastle,Liverpool,1,0,0,0,14,6,3,3,0.25993971920950115,0.26202479717107463,0.4780354836194241,1.56863,0.25895300000000004
EPL,2014-11-01,14,Stoke,West Ham,2,2,1,0,21,10,6,2,0.4049150720917043,0.29076987372757396,0.3043150541807218,3.06954,0.528668
EPL,2014-11-02,14,Aston Villa,Tottenham,1,2,1,0,12,18,1,7,0.25175122491453883,0.27742557079817454,0.4708232042872865,0.872267,2.54173
EPL,2014-11-02,14,Man City,Man United,1,0,0,0,16,9,6,2,0.516132564534951,0.2573889429439388,0.22647849252111013,2.56723,0.727924
EPL,2014-11-03,14,Crystal Palace,Sunderland,1,3,0,1,9,8,1,7,0.47104183757178014,0.2815422477440525,0.2474159146841674,0.766023,0.727981
EPL,2014-11-08,14,Burnley,Hull,1,0,0,0,14,12,3,1,0.38897687678175485,0.29173265758631617,0.3192904656319291,1.10315,0.526656
EPL,2014-11-08,14,Liverpool,Chelsea,1,2,1,1,12,15,4,5,0.2919159380273048,0.28347906120570643,0.4246050007669888,0.5319050000000001,1.9720099999999998
EPL,2014-11-08,14,Man United,Crystal Palace,1,0,0,0,23,6,5,1,0.7519936800076864,0.16654033799148082,0.0814659820008327,0.9567760000000001,0.400837
EPL,2014-11-08,14,QPR,Man City,2,2,1,1,17,23,4,6,0.13756078267141295,0.20764989181266139,0.6547893255159256,1.8648900000000002,1.7018900000000001
EPL,2014-11-08,14,Southampton,Leicester,2,0,0,0,18,5,6,0,0.6817771607080875,0.20326275598750432,0.1149600833044082,1.00528,0.540434
EPL,2014-11-08,14,West Ham,Aston Villa,0,0,0,0,21,12,5,4,0.5598483839128153,0.26266345089743354,0.17748816518975127,1.4787299999999999,0.560875
EPL,2014-11-09,14,Sunderland,Everton,1,1,0,0,10,16,3,7,0.2406793270155291,0.2814841554463228,0.4778365175381481,0.5083260000000001,1.3189799999999998
EPL,2014-11-09,14,Swansea,Arsenal,2,1,0,0,11,12,5,4,0.27285251013630163,0.2798687175398065,0.44727877232389174,0.520487,1.77699
EPL,2014-11-09,14,Tottenham,Stoke,1,2,0,2,14,11,4,4,0.5803484067760238,0.2508411272254425,0.1688104659985336,1.2838399999999999,1.2486700000000002
EPL,2014-11-09,14,West Brom,Newcastle,0,2,0,1,10,8,2,3,0.43358190846302347,0.2840275690221545,0.28239052251482216,0.765208,0.694441
EPL,2014-11-22,14,Arsenal,Man United,1,2,0,0,23,12,9,2,0.45373276271992385,0.2670470756062768,0.2792201616737993,2.0019299999999998,1.2791
EPL,2014-11-22,14,Chelsea,West Brom,2,0,2,0,21,5,8,1,0.7884742099987196,0.14724518379494161,0.06428060620633874,4.36607,0.0930471
EPL,2014-11-22,14,Everton,West Ham,2,1,1,0,14,14,4,3,0.5298453114470737,0.25660047805682895,0.2135542104960973,1.8265099999999999,1.11958
EPL,2014-11-22,14,Leicester,Sunderland,0,0,0,0,13,10,4,5,0.46708754990251594,0.27945408968526597,0.2534583604122179,0.685893,0.889971
EPL,2014-11-22,14,Man City,Swansea,2,1,1,1,23,8,10,3,0.7060199827647539,0.18309100299309844,0.11088901424214777,2.2631200000000002,0.9570110000000001
EPL,2014-11-22,14,Newcastle,QPR,1,0,0,0,14,13,6,4,0.5296256780921754,0.26409905780876675,0.20627526409905783,1.47871,0.402285
EPL,2014-11-22,14,Stoke,Burnley,1,2,1,2,25,5,4,4,0.5825393038260631,0.251585097796346,0.16587559837759086,1.94307,1.27532
EPL,2014-11-23,14,Crystal Palace,Liverpool,3,1,1,1,15,12,5,1,0.21082299887260428,0.26211950394588496,0.5270574971815107,1.47309,0.952958
EPL,2014-11-23,14,Hull,Tottenham,1,2,1,0,10,23,2,6,0.26334038054968284,0.28312896405919663,0.4535306553911205,0.9424399999999999,2.16438
EPL,2014-11-24,14,Aston Villa,Southampton,1,1,1,0,7,15,1,4,0.1771275395640169,0.25891466205399827,0.5639577983819848,1.13228,0.8631559999999999
EPL,2014-11-29,14,Burnley,Aston Villa,1,1,0,1,11,18,4,7,0.4556771426070209,0.28985380372931807,0.254469053663661,2.3058,1.0873
EPL,2014-11-29,14,Liverpool,Stoke,1,0,0,0,16,13,3,4,0.5641123872093118,0.2510372260215352,0.18485038676915305,1.71025,0.875424
EPL,2014-11-29,14,Man United,Hull,3,0,2,0,12,4,6,2,0.7357706588168311,0.1731991108365284,0.0910302303466405,1.76885,0.23040700000000003
EPL,2014-11-29,14,QPR,Leicester,3,2,2,1,32,19,6,5,0.4225216836641177,0.28746343287412107,0.29001488346176124,2.9819400000000003,2.10013
EPL,2014-11-29,14,Sunderland,Chelsea,0,0,0,0,12,24,3,6,0.09630671595407111,0.19186103568975102,0.7118322483561778,1.0313299999999999,0.761171
EPL,2014-11-29,14,Swansea,Crystal Palace,1,1,1,1,18,11,4,5,0.542187125968696,0.26309884664968897,0.194714027381615,1.4626,1.50956
EPL,2014-11-29,14,West Brom,Arsenal,0,1,0,0,9,17,1,5,0.20916153032568657,0.2645610707903278,0.5262773988839855,0.31526,1.05603
EPL,2014-11-29,14,West Ham,Newcastle,1,0,0,0,12,7,3,1,0.46238501514604113,0.2769085401439569,0.26070644471000193,1.09981,0.24656199999999998
EPL,2014-11-30,14,Southampton,Man City,0,3,0,0,13,15,4,6,0.3182387312186979,0.2800500834724541,0.40171118530884814,0.804381,2.13214
EPL,2014-11-30,14,Tottenham,Everton,2,1,2,1,13,10,6,5,0.4373563011279686,0.2736531046163826,0.2889905942556489,1.13109,0.934335
EPL,2014-12-02,14,Burnley,Newcastle,1,1,1,0,12,11,2,4,0.34158984635938544,0.2979826319305277,0.3604275217100868,0.6784859999999999,1.0006
EPL,2014-12-02,14,Crystal Palace,Aston Villa,0,1,0,1,17,5,5,3,0.4713051999755007,0.28664175904942735,0.242053040975072,0.801741,0.192439
EPL,2014-12-02,14,Leicester,Liverpool,1,3,1,1,20,11,4,3,0.2577562508181699,0.2735960204215211,0.46864772876030897,1.23928,1.3012
EPL,2014-12-02,14,Man United,Stoke,2,1,1,1,10,5,3,4,0.6789525543178744,0.20801950600377428,0.11302793967835134,1.91104,1.29092
EPL,2014-12-02,14,Swansea,QPR,2,0,0,0,18,5,7,1,0.5701104641205686,0.2476237369412571,0.18226579893817438,1.54207,0.789519
EPL,2014-12-02,14,West Brom,West Ham,1,2,1,2,23,11,5,6,0.385679247853931,0.2941817686333288,0.32013898351274017,1.4130200000000002,1.24431
EPL,2014-12-03,14,Arsenal,Southampton,1,0,0,0,19,6,8,1,0.5507452335747337,0.25397059993860777,0.19528416648665856,2.37332,0.570955
EPL,2014-12-03,14,Chelsea,Tottenham,3,0,2,0,12,10,8,2,0.6795138399562786,0.1984786875328684,0.12200747251085302,1.71947,0.289204
EPL,2014-12-03,14,Everton,Hull,1,1,1,0,13,8,5,1,0.652552501280519,0.2219566330886119,0.12549086563086906,1.27965,0.29546999999999995
EPL,2014-12-03,14,Sunderland,Man City,1,4,1,2,8,15,2,4,0.13571872802199395,0.21011700291199498,0.6541642690660109,0.412004,1.0386
EPL,2014-12-06,14,Hull,West Brom,0,0,0,0,12,6,2,3,0.4081292817309089,0.2977234881927603,0.2941472300763307,0.586305,1.06151
EPL,2014-12-06,14,Liverpool,Sunderland,0,0,0,0,15,7,2,1,0.644968903463105,0.2198100298798026,0.13522106665709235,0.663875,0.268395
EPL,2014-12-06,14,Man City,Everton,1,0,1,0,19,9,3,2,0.6461848011143786,0.20677913635660114,0.1470360625290203,2.2487,0.385845
EPL,2014-12-06,14,Newcastle,Chelsea,2,1,0,0,9,26,3,8,0.1425906940810179,0.22449061219162542,0.6329186937273569,1.48574,2.1623200000000002
EPL,2014-12-06,14,QPR,Burnley,2,0,0,0,11,15,6,3,0.4710977549938129,0.2899063107654234,0.23899593424076368,1.63744,1.2646
EPL,2014-12-06,14,Stoke,Arsenal,3,2,3,0,13,15,4,6,0.2333120917635813,0.2815835590250119,0.4851043492114067,2.50357,2.02073
EPL,2014-12-06,14,Tottenham,Crystal Palace,0,0,0,0,14,16,3,4,0.6057269397756296,0.2341951413929642,0.1600779188314062,0.958788,1.17369
EPL,2014-12-07,14,Aston Villa,Leicester,2,1,1,1,16,10,7,4,0.4132880712729213,0.2880860967402422,0.2986258319868364,1.9769700000000001,1.0083
EPL,2014-12-07,14,West Ham,Swansea,3,1,1,1,15,11,7,2,0.4050310857474921,0.2857653724515833,0.3092035418009245,2.1150900000000004,0.9981479999999999
EPL,2014-12-08,14,Southampton,Man United,1,2,1,1,15,3,4,2,0.3500946611132147,0.28413479742521774,0.36577054146156757,1.8287,0.799261
EPL,2014-12-13,14,Arsenal,Newcastle,4,1,1,0,17,10,4,4,0.6770758295072862,0.1983353439970838,0.12458882649563005,2.3881900000000003,0.9387639999999999
EPL,2014-12-13,14,Burnley,Southampton,1,0,0,0,7,15,2,4,0.176985465349715,0.2584919296555047,0.5645226049947805,0.396158,1.713
EPL,2014-12-13,14,Chelsea,Hull,2,0,1,0,12,8,3,0,0.8296774915834338,0.12361356566520858,0.04670894275135744,1.21862,0.435091
EPL,2014-12-13,14,Crystal Palace,Stoke,1,1,1,1,10,7,3,3,0.3815302290151552,0.2980342518446653,0.32043551914017937,0.49809200000000003,0.898532
EPL,2014-12-13,14,Leicester,Man City,0,1,0,1,7,9,1,4,0.14468191769136385,0.20664484868576646,0.6486732336228697,0.360608,1.13411
EPL,2014-12-13,14,Sunderland,West Ham,1,1,1,1,13,19,4,8,0.32867407762990297,0.2872283728261322,0.3840975495439651,1.3355700000000001,0.870324
EPL,2014-12-13,14,West Brom,Aston Villa,1,0,0,0,13,7,5,2,0.4585193155392038,0.2911665683245982,0.250314116136198,1.4373,0.266303
EPL,2014-12-14,14,Man United,Liverpool,3,0,2,0,11,19,6,9,0.5357148193415552,0.24882185771447868,0.21546332294396617,1.7954299999999999,1.8711400000000002
EPL,2014-12-14,14,Swansea,Tottenham,1,2,0,1,15,10,3,4,0.3924222225550846,0.2827249442039514,0.3248528332409641,1.6782599999999999,0.7310220000000001
EPL,2014-12-15,14,Everton,QPR,3,1,2,0,13,17,5,4,0.6656881132947349,0.21044333904156134,0.12386854766370382,0.747708,0.9722649999999999
EPL,2014-12-20,14,Aston Villa,Man United,1,1,1,0,10,16,4,9,0.15698383034045665,0.23360689038758428,0.609409279271959,0.575806,1.06851
EPL,2014-12-20,14,Hull,Swansea,0,1,0,1,11,13,3,3,0.31823658952092077,0.2943449536710018,0.38741845680807746,0.8258850000000001,1.45331
EPL,2014-12-20,14,Man City,Crystal Palace,3,0,0,0,15,6,3,1,0.7489907194781106,0.17213646359935525,0.07887281692253416,1.4148399999999999,0.7605310000000001
EPL,2014-12-20,14,QPR,West Brom,3,2,1,2,17,16,7,6,0.3955324901286556,0.29107435475343196,0.3133931551179124,2.92864,1.3011700000000002
EPL,2014-12-20,14,Southampton,Everton,3,0,1,0,11,13,3,4,0.3966581747340027,0.283163494680054,0.32017833058594336,2.21266,0.597999
EPL,2014-12-20,14,Tottenham,Burnley,2,1,2,1,23,9,6,5,0.6579152738699686,0.21172651362122097,0.13035821250881027,1.7734599999999998,0.655135
EPL,2014-12-20,14,West Ham,Leicester,2,0,1,0,10,10,2,4,0.5689679514330086,0.24283495693915005,0.1881970916278413,1.45134,0.659983
EPL,2014-12-21,14,Liverpool,Arsenal,2,2,1,1,27,7,10,3,0.35267870534241236,0.27310495845457,0.37421633620301764,1.3185799999999999,0.754219
EPL,2014-12-21,14,Newcastle,Sunderland,0,1,0,0,15,16,7,3,0.4674136998678887,0.28533975864028094,0.2472465414918303,0.900259,2.18418
EPL,2014-12-22,14,Stoke,Chelsea,0,2,0,1,13,15,2,6,0.15753073770491802,0.2386014344262295,0.6038678278688524,0.41166899999999995,1.45482
EPL,2014-12-26,14,Arsenal,QPR,2,1,1,0,15,16,5,2,0.7678615271298797,0.15357230542597594,0.07856616744414437,2.13888,1.2175200000000002
EPL,2014-12-26,14,Burnley,Liverpool,0,1,0,0,16,10,0,3,0.20447254008856455,0.2472212071599773,0.548306252751458,0.61207,1.06708
EPL,2014-12-26,14,Chelsea,West Ham,2,0,1,0,28,6,9,0,0.7280706535862373,0.17677974502543536,0.09514960138832725,3.5676400000000004,0.45943999999999996
EPL,2014-12-26,14,Crystal Palace,Southampton,1,3,0,1,11,13,4,6,0.267911261971148,0.2883985937689417,0.4436901442599103,0.379447,1.30288
EPL,2014-12-26,14,Everton,Stoke,0,1,0,1,16,12,5,2,0.5361392832008037,0.26880407897464953,0.19505663782454688,1.00929,1.39552
