GameID,isHome,pA,pH,pD,Div,Y,Date,Team,G,S,xG,GD,SD,xGD
29,False,0.6956721908469834,0.10039895487146844,0.20392885428154814,EPL,14,2014-08-18,Chelsea,3,11,2.12996,2,2,1.7588190000000001
29,True,0.6956721908469834,0.10039895487146844,0.20392885428154814,EPL,14,2014-08-18,Burnley,1,9,0.371141,-2,-2,-1.7588190000000001
30,False,0.7139859249892366,0.09496705992575284,0.1910470150850106,Ligue_1,14,2014-08-22,Paris SG,0,7,0.388902,0,-2,-0.24398099999999995
30,True,0.7139859249892366,0.09496705992575284,0.1910470150850106,Ligue_1,14,2014-08-22,Evian Thonon Gaillard,0,9,0.632883,0,2,0.24398099999999995
31,False,0.08176806053616846,0.7665755675265794,0.15165637193725218,Bundesliga,14,2014-08-22,Wolfsburg,1,9,1.19842,-1,-8,-1.3717000000000001
31,True,0.08176806053616846,0.7665755675265794,0.15165637193725218,Bundesliga,14,2014-08-22,Bayern Munich,2,17,2.57012,1,8,1.3717000000000001
32,False,0.3079835515718861,0.39526633946675255,0.2967501089613613,Ligue_1,14,2014-08-23,Caen,2,16,1.80265,2,4,-0.06945000000000001
32,True,0.3079835515718861,0.39526633946675255,0.2967501089613613,Ligue_1,14,2014-08-23,Reims,0,12,1.8721,-2,-4,0.06945000000000001
33,False,0.24386504063984196,0.50017217518988,0.255962784170278,Bundesliga,14,2014-08-23,Augsburg,0,12,0.280777,-2,2,-1.2479529999999999
33,True,0.24386504063984196,0.50017217518988,0.255962784170278,Bundesliga,14,2014-08-23,Hoffenheim,2,10,1.52873,2,-2,1.2479529999999999
34,False,0.23556071066684475,0.4974276935909006,0.2670115957422546,Bundesliga,14,2014-08-23,Werder Bremen,2,9,1.1945299999999999,0,-10,-0.56132
34,True,0.23556071066684475,0.4974276935909006,0.2670115957422546,Bundesliga,14,2014-08-23,Hertha,2,19,1.75585,0,10,0.56132
35,False,0.41418292803860857,0.3116233458576198,0.2741937261037716,Bundesliga,14,2014-08-23,Schalke 04,1,12,0.956665,-1,4,-0.2231249999999999
35,True,0.41418292803860857,0.3116233458576198,0.2741937261037716,Bundesliga,14,2014-08-23,Hannover,2,8,1.17979,1,-4,0.2231249999999999
36,False,0.2520918424038763,0.4807045426230778,0.267203614973046,Bundesliga,14,2014-08-23,Hamburg,0,19,0.9133370000000001,0,9,0.391061
36,True,0.2520918424038763,0.4807045426230778,0.267203614973046,Bundesliga,14,2014-08-23,FC Koln,0,10,0.5222760000000001,0,-9,-0.391061
37,False,0.2494315942644072,0.4805226301270197,0.2700457756085731,Bundesliga,14,2014-08-23,Freiburg,0,13,1.38084,-1,3,-0.37246999999999986
37,True,0.2494315942644072,0.4805226301270197,0.2700457756085731,Bundesliga,14,2014-08-23,Ein Frankfurt,1,10,1.75331,1,-3,0.37246999999999986
38,False,0.2274415861772555,0.4781820665482786,0.2943763472744658,La_Liga,14,2014-08-23,La Coruna,1,7,0.379371,-1,-3,-0.16898000000000002
