Div,Date,Y,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,pH,pD,pA
La_Liga,2016-02-19,15,Levante,Getafe,3,0,2,0,0.44779930420350456,0.2842552104943985,0.26794548530209694
La_Liga,2016-02-20,15,Betis,Sp Gijon,1,1,0,0,0.48052399411843333,0.2849619034888384,0.23451410239272827
La_Liga,2016-02-20,15,Celta,Eibar,3,2,2,0,0.4873047363419636,0.26472500541820176,0.24797025823983457
La_Liga,2016-02-20,15,Espanol,La Coruna,1,0,0,0,0.39364832414516177,0.2891399195048534,0.31721175634998483
La_Liga,2016-02-20,15,Las Palmas,Barcelona,1,2,1,2,0.05457022153908457,0.13364135887122752,0.8117884195896878
La_Liga,2016-02-21,15,Ath Bilbao,Sociedad,0,1,0,1,0.5325599584455284,0.2620081078983348,0.20543193365613677
La_Liga,2016-02-21,15,Ath Madrid,Villarreal,0,0,0,0,0.6354603638804325,0.2381043699211353,0.1264352661984323
La_Liga,2016-02-21,15,Granada,Valencia,1,2,0,0,0.34054772988332027,0.2851097273441751,0.37434254277250467
La_Liga,2016-02-21,15,Malaga,Real Madrid,1,1,0,1,0.20444212985769983,0.23597055470322462,0.5595873154390756
La_Liga,2016-02-21,15,Vallecano,Sevilla,2,2,1,2,0.31921659136210223,0.25654317682765804,0.4242402318102397
La_Liga,2016-02-26,15,Eibar,Las Palmas,0,1,0,1,0.554232106210998,0.25747790760983374,0.18828998617916826
La_Liga,2016-02-27,15,Betis,Vallecano,2,2,2,0,0.42986741102581993,0.2784368457780879,0.29169574319609204
La_Liga,2016-02-27,15,Getafe,Celta,0,1,0,0,0.31720049384730037,0.27609845802483324,0.40670104812786634
La_Liga,2016-02-27,15,Real Madrid,Ath Madrid,0,1,0,0,0.5442708333333334,0.2578125,0.19791666666666669
La_Liga,2016-02-27,15,Sociedad,Malaga,1,1,0,0,0.4287206114841835,0.2939431737421498,0.2773362147736667
La_Liga,2016-02-27,15,Sp Gijon,Espanol,2,4,1,1,0.4225259175623561,0.28831180257196065,0.2891622798656832
La_Liga,2016-02-28,15,Barcelona,Sevilla,2,1,1,1,0.8301033872381761,0.1128481563296138,0.05704845643221011
La_Liga,2016-02-28,15,La Coruna,Granada,0,1,0,1,0.5349591969082965,0.27118430203384564,0.19385650105785796
La_Liga,2016-02-28,15,Valencia,Ath Bilbao,0,3,0,0,0.4207534490546083,0.2883398636168345,0.29090668732855707
La_Liga,2016-02-28,15,Villarreal,Levante,3,0,2,0,0.5735107484603346,0.25740246190739424,0.16908678963227106
La_Liga,2016-03-01,15,Ath Madrid,Sociedad,3,0,1,0,0.6672171010567334,0.22547336518468925,0.10730953375857746
La_Liga,2016-03-01,15,Las Palmas,Getafe,4,0,2,0,0.4741625234330427,0.274166598744804,0.2516708778221534
La_Liga,2016-03-02,15,Ath Bilbao,La Coruna,4,1,2,0,0.6406464180073588,0.2268956063776062,0.13245797561503497
La_Liga,2016-03-02,15,Celta,Villarreal,0,0,0,0,0.44111687687601536,0.29058737883227126,0.26829574429171343
La_Liga,2016-03-02,15,Levante,Real Madrid,1,3,1,2,0.14951763195153273,0.20519574594185241,0.6452866221066149
La_Liga,2016-03-02,15,Malaga,Valencia,1,2,1,1,0.4775368078422467,0.28428144279171863,0.23818174936603456
La_Liga,2016-03-02,15,Sevilla,Eibar,1,0,1,0,0.6821314876567579,0.19763970668525782,0.12022880565798426
La_Liga,2016-03-03,15,Espanol,Betis,0,3,0,2,0.4621327707669369,0.2807224853942425,0.2571447438388205
La_Liga,2016-03-03,15,Granada,Sp Gijon,2,0,0,0,0.46460190899280196,0.2779669540982576,0.25743113690894043
La_Liga,2016-03-03,15,Vallecano,Barcelona,1,5,0,2,0.05900447104044621,0.11989129330426862,0.8211042356552851
La_Liga,2016-03-05,15,Getafe,Sevilla,1,1,0,0,0.2598412269510581,0.26692136937479266,0.4732374036741493
La_Liga,2016-03-05,15,La Coruna,Malaga,3,3,1,1,0.36995538797956024,0.30541488415758083,0.32462972786285915
La_Liga,2016-03-05,15,Real Madrid,Celta,7,1,1,0,0.7373447994539304,0.16050222312172296,0.10215297742434662
La_Liga,2016-03-05,15,Villarreal,Las Palmas,0,1,0,1,0.5944005743000718,0.24766690595836324,0.15793251974156497
La_Liga,2016-03-06,15,Betis,Granada,2,0,0,0,0.4644781156423538,0.2816232252888984,0.2538986590687478
La_Liga,2016-03-06,15,Eibar,Barcelona,0,4,0,2,0.07427134821885122,0.1476478609169934,0.7780807908641555
La_Liga,2016-03-06,15,Sociedad,Levante,1,1,1,1,0.6088814013663694,0.23452130531097007,0.1565972933226605
La_Liga,2016-03-06,15,Sp Gijon,Ath Bilbao,0,2,0,1,0.23539813613697963,0.2774097015098684,0.48719216235315194
La_Liga,2016-03-06,15,Valencia,Ath Madrid,1,3,1,1,0.22224265732198747,0.2925642145641686,0.48519312811384396
La_Liga,2016-03-07,15,Espanol,Vallecano,2,1,1,0,0.49234693877551017,0.2538265306122449,0.2538265306122449
La_Liga,2016-03-11,15,Malaga,Sp Gijon,1,0,1,0,0.5972467910559269,0.244260533000429,0.15849267594364408
La_Liga,2016-03-12,15,Ath Madrid,La Coruna,3,0,1,0,0.7798909610531074,0.16855276345230108,0.05155627549459158
La_Liga,2016-03-12,15,Barcelona,Getafe,6,0,4,0,0.918133129303749,0.04912012241775057,0.03274674827850038
La_Liga,2016-03-12,15,Celta,Sociedad,1,0,1,0,0.4622135306112507,0.27295060860608683,0.2648358607826626
La_Liga,2016-03-12,15,Vallecano,Eibar,1,1,1,1,0.44937403909510215,0.2633428508675599,0.28728311003733803
La_Liga,2016-03-13,15,Ath Bilbao,Betis,3,1,2,0,0.6503897649276151,0.21396264597836576,0.13564758909401917
La_Liga,2016-03-13,15,Las Palmas,Real Madrid,1,2,0,1,0.11257625513949963,0.1785196454675642,0.7089040993929362
La_Liga,2016-03-13,15,Levante,Valencia,1,0,0,0,0.36729617547763804,0.29100320134281704,0.34170062317954475
La_Liga,2016-03-13,15,Sevilla,Villarreal,4,2,1,2,0.5797570620448783,0.24804795819135295,0.17219497976376874
La_Liga,2016-03-14,15,Granada,Espanol,1,1,1,0,0.43599070789288863,0.28767715330175936,0.27633213880535196
La_Liga,2016-03-18,15,Getafe,Eibar,1,1,1,0,0.45752506957944644,0.2888211353687361,0.2536537950518175
La_Liga,2016-03-19,15,Betis,Malaga,0,1,0,0,0.36274959834748677,0.2995180169841634,0.3377323846683498
La_Liga,2016-03-19,15,Granada,Vallecano,2,2,1,1,0.451533993898667,0.267712777803308,0.280753228298025
La_Liga,2016-03-19,15,La Coruna,Levante,2,1,1,0,0.5140838734297389,0.2719945147509145,0.21392161181934669
La_Liga,2016-03-19,15,Sociedad,Las Palmas,0,1,0,1,0.5797771182691089,0.2461867663001995,0.17403611543069167
La_Liga,2016-03-19,15,Sp Gijon,Ath Madrid,2,1,0,1,0.12293087039955067,0.23750721562631635,0.639561913974133
La_Liga,2016-03-20,15,Espanol,Ath Bilbao,2,1,0,1,0.307953593012484,0.27354537032952486,0.4185010366579911
La_Liga,2016-03-20,15,Real Madrid,Sevilla,4,0,1,0,0.7159786438092471,0.16738749863799804,0.11663385755275488
La_Liga,2016-03-20,15,Valencia,Celta,0,2,0,0,0.4240452957475003,0.2698470063847729,0.30610769786772674
La_Liga,2016-03-20,15,Villarreal,Barcelona,2,2,0,2,0.10727602691599741,0.18143727288010655,0.7112867002038961
La_Liga,2016-04-01,15,Vallecano,Getafe,2,0,1,0,0.5024771181459401,0.26198673272315054,0.2355361491309094
La_Liga,2016-04-02,15,Ath Madrid,Betis,5,1,2,0,0.6997625110875847,0.20409739906721222,0.096140089845203
La_Liga,2016-04-02,15,Barcelona,Real Madrid,1,2,0,0,0.6058958776928286,0.21199812567222082,0.18210599663495036
La_Liga,2016-04-02,15,Celta,La Coruna,1,1,1,1,0.5487648898515807,0.24994634932171236,0.20128876082670688
La_Liga,2016-04-02,15,Las Palmas,Valencia,2,1,0,1,0.40008361204013376,0.28166806020066887,0.3182483277591973
La_Liga,2016-04-03,15,Ath Bilbao,Granada,1,1,1,0,0.6414149142659246,0.22303745882428738,0.13554762690978794
La_Liga,2016-04-03,15,Eibar,Villarreal,1,2,1,1,0.31519420115687835,0.3063293642493411,0.37847643459378055
La_Liga,2016-04-03,15,Malaga,Espanol,1,1,1,1,0.5294534325226627,0.26983163916444247,0.2007149283128947
La_Liga,2016-04-03,15,Sevilla,Sociedad,1,2,0,2,0.6009489351560977,0.23660549862426072,0.16244556621964168
La_Liga,2016-04-04,15,Levante,Sp Gijon,0,0,0,0,0.462704989078806,0.27710016295114936,0.2601948479700448
La_Liga,2016-04-08,15,Granada,Malaga,0,0,0,0,0.42074494063903467,0.2917665808598068,0.28748847850115855
La_Liga,2016-04-09,15,Betis,Levante,1,0,0,0,0.4691886111482423,0.27937441518513567,0.25143697366662215
La_Liga,2016-04-09,15,Espanol,Ath Madrid,1,3,1,1,0.2236785307852294,0.2864654867951183,0.48985598241965234
La_Liga,2016-04-09,15,Real Madrid,Eibar,4,0,4,0,0.8384943302038217,0.10973583516090284,0.05176983463527553
La_Liga,2016-04-09,15,Sociedad,Barcelona,1,0,1,0,0.14545574280592935,0.21051981700729128,0.6440244401867794
La_Liga,2016-04-10,15,Ath Bilbao,Vallecano,1,0,0,0,0.6091461805316131,0.2208840879855624,0.16996973148282446
La_Liga,2016-04-10,15,Sp Gijon,Celta,0,1,0,0,0.3187613843351549,0.28051001821493626,0.4007285974499089
La_Liga,2016-04-10,15,Valencia,Sevilla,2,1,1,0,0.41506080723811767,0.2669055872157923,0.3180336055460901
La_Liga,2016-04-10,15,Villarreal,Getafe,2,0,1,0,0.6397300519542866,0.2324909690000139,0.12777897904569951
La_Liga,2016-04-11,15,La Coruna,Las Palmas,1,3,0,0,0.4470227250934893,0.29398791830472715,0.25898935660178346
La_Liga,2016-04-15,15,Levante,Espanol,2,1,1,1,0.3904440972156855,0.2882396129445208,0.32131628983979366
La_Liga,2016-04-16,15,Celta,Betis,1,1,0,1,0.6295775498408371,0.22070583769701257,0.1497166124621503
La_Liga,2016-04-16,15,Eibar,Sociedad,2,1,1,1,0.34388802845178684,0.2997189238799977,0.3563930476682155
La_Liga,2016-04-16,15,Getafe,Real Madrid,1,5,0,2,0.08771269678775974,0.1623772238054395,0.7499100794068008
La_Liga,2016-04-16,15,Las Palmas,Sp Gijon,1,1,1,0,0.5023760900494575,0.265483299619632,0.23214061033091044
La_Liga,2016-04-17,15,Ath Madrid,Granada,3,0,1,0,0.7889186367485957,0.1565214575309214,0.05455990572048292
La_Liga,2016-04-17,15,Barcelona,Valencia,1,2,0,2,0.8371635362924336,0.10588987432023214,0.05694658938733414
La_Liga,2016-04-17,15,Malaga,Ath Bilbao,0,1,0,0,0.4081292817309089,0.2977234881927603,0.2941472300763307
La_Liga,2016-04-17,15,Sevilla,La Coruna,1,1,1,0,0.6323612157096978,0.21400870837336938,0.1536300759169329
La_Liga,2016-04-17,15,Vallecano,Villarreal,2,1,1,1,0.3686613722328546,0.27859069606232767,0.3527479317048178
La_Liga,2016-04-19,15,Betis,Las Palmas,1,0,0,0,0.44725909629740385,0.2806582867883422,0.272082616914254
La_Liga,2016-04-19,15,Espanol,Celta,1,1,1,1,0.3890392422192151,0.28416779431664413,0.3267929634641407
La_Liga,2016-04-20,15,Ath Bilbao,Ath Madrid,0,1,0,1,0.22719900922949898,0.2844926724265031,0.4883083183439979
La_Liga,2016-04-20,15,La Coruna,Barcelona,0,8,0,2,0.06283021879552347,0.12712729094814088,0.8100424902563356
La_Liga,2016-04-20,15,Malaga,Vallecano,1,1,0,0,0.4951694304253785,0.2621485219899062,0.24268204758471518
La_Liga,2016-04-20,15,Real Madrid,Villarreal,3,0,1,0,0.804282400953654,0.1214386793519131,0.07427891969443283
La_Liga,2016-04-20,15,Sp Gijon,Sevilla,2,1,1,1,0.30621710163065485,0.27680641955313434,0.41697647881621086
La_Liga,2016-04-20,15,Valencia,Eibar,4,0,3,0,0.592875702459363,0.23181158982415856,0.17531270771647833
La_Liga,2016-04-21,15,Granada,Levante,5,1,3,0,0.48584346720861105,0.27880789879585066,0.2353486339955382
La_Liga,2016-04-21,15,Sociedad,Getafe,1,2,1,1,0.624974500819264,0.22453317306321383,0.15049232611752217
La_Liga,2016-04-22,15,Las Palmas,Espanol,4,0,1,0,0.4245545596002542,0.29362905169957704,0.28181638870016873
La_Liga,2016-04-23,15,Ath Madrid,Malaga,1,0,0,0,0.7199509847519098,0.19621910606464876,0.08382990918344155
La_Liga,2016-04-23,15,Barcelona,Sp Gijon,6,0,1,0,0.9159482758620691,0.0560344827586207,0.02801724137931035
La_Liga,2016-04-23,15,Eibar,La Coruna,1,1,1,0,0.43050552951184634,0.2764936921935239,0.2930007782946297
La_Liga,2016-04-23,15,Vallecano,Real Madrid,2,3,2,1,0.10991260553146173,0.17445203582573643,0.7156353586428019
La_Liga,2016-04-24,15,Getafe,Valencia,2,2,0,0,0.31532289779221784,0.27089895362812083,0.4137781485796613
La_Liga,2016-04-24,15,Levante,Ath Bilbao,2,2,1,0,0.2872603068945678,0.2831091463903111,0.4296305467151212
La_Liga,2016-04-24,15,Sevilla,Betis,2,0,0,0,0.6240514440534677,0.2153320367393284,0.160616519207204
La_Liga,2016-04-24,15,Villarreal,Sociedad,0,0,0,0,0.5419773236080018,0.2629970390698346,0.19502563732216363
La_Liga,2016-04-25,15,Celta,Granada,2,1,1,0,0.6170106581529059,0.22501076753741295,0.15797857430968124
La_Liga,2016-04-29,15,Sp Gijon,Eibar,2,0,1,0,0.5981405359289564,0.23809477643773996,0.1637646876333036
La_Liga,2016-04-30,15,Ath Madrid,Vallecano,1,0,0,0,0.7590504065844741,0.15921545113723115,0.08173414227829479
La_Liga,2016-04-30,15,Betis,Barcelona,0,2,0,0,0.03845109590343061,0.09350690719699856,0.8680419968995707
La_Liga,2016-04-30,15,Granada,Las Palmas,3,2,2,2,0.6051305735158283,0.24145604164917292,0.15341338483499875
La_Liga,2016-04-30,15,Sociedad,Real Madrid,0,1,0,0,0.19155657134362747,0.2292398312800788,0.5792035973762938
La_Liga,2016-05-01,15,Ath Bilbao,Celta,2,1,1,1,0.5269513667801076,0.25524206828411466,0.2178065649357778
La_Liga,2016-05-01,15,Espanol,Sevilla,1,0,0,0,0.4137781485796613,0.27089895362812083,0.31532289779221784
La_Liga,2016-05-01,15,La Coruna,Getafe,0,2,0,1,0.4261807756699482,0.27768152522404554,0.2961376991060063
La_Liga,2016-05-01,15,Valencia,Villarreal,0,2,0,2,0.45345209694950667,0.2774664389266103,0.26908146412388306
La_Liga,2016-05-02,15,Malaga,Levante,3,1,1,1,0.4418599660966032,0.27867304679956234,0.27946698710383455
La_Liga,2016-05-08,15,Barcelona,Espanol,5,0,1,0,0.9423046441591378,0.03379299413536219,0.023902361705500086
La_Liga,2016-05-08,15,Celta,Malaga,1,0,1,0,0.6393675709492123,0.21173861115850534,0.1488938178922823
La_Liga,2016-05-08,15,Eibar,Betis,1,1,0,1,0.45350609756097554,0.27210365853658536,0.274390243902439
La_Liga,2016-05-08,15,Getafe,Sp Gijon,1,1,0,0,0.45350609756097554,0.274390243902439,0.27210365853658536
La_Liga,2016-05-08,15,Las Palmas,Ath Bilbao,0,0,0,0,0.24667931688804548,0.2511068943706515,0.502213788741303
La_Liga,2016-05-08,15,Levante,Ath Madrid,2,1,1,1,0.052017801964376824,0.14910717437133206,0.7988750236642912
La_Liga,2016-05-08,15,Real Madrid,Valencia,3,2,2,0,0.808282891710537,0.11927101206948168,0.07244609621998145
La_Liga,2016-05-08,15,Sevilla,Granada,1,4,0,1,0.3425986347672432,0.2558308343170536,0.40157053091570305
La_Liga,2016-05-08,15,Sociedad,Vallecano,2,1,1,0,0.26998678644227514,0.2565581242893871,0.47345508926833757
La_Liga,2016-05-08,15,Villarreal,La Coruna,0,2,0,1,0.38841435711040434,0.29482053611994546,0.3167651067696502
La_Liga,2016-05-13,15,Valencia,Sociedad,0,1,0,0,0.47529613944638793,0.2549765748071769,0.269727285746435
La_Liga,2016-05-14,15,Ath Bilbao,Sevilla,3,1,2,0,0.715736121010533,0.17142630870357173,0.1128375702858953
La_Liga,2016-05-14,15,Ath Madrid,Celta,2,0,0,0,0.5291454442558008,0.24052065647990944,0.23033389926428977
La_Liga,2016-05-14,15,Granada,Barcelona,0,3,0,2,0.03140516990996224,0.07167470229451059,0.8969201277955271
La_Liga,2016-05-14,15,La Coruna,Real Madrid,0,2,0,2,0.07397002875003486,0.11480494520619444,0.8112250260437707
La_Liga,2016-05-15,15,Betis,Getafe,2,1,0,0,0.1928798989730202,0.2407444439270129,0.5663756570999668
La_Liga,2016-05-15,15,Espanol,Eibar,4,2,2,0,0.4756824994980996,0.2684673832783795,0.2558501172235209
La_Liga,2016-05-15,15,Malaga,Las Palmas,4,1,2,1,0.5266004253134853,0.2557380655569406,0.21766150912957394
La_Liga,2016-05-15,15,Sp Gijon,Villarreal,2,0,1,0,0.6657185495082971,0.2086580528309588,0.12562339766074412
La_Liga,2016-05-15,15,Vallecano,Levante,3,1,2,0,0.7297371871854773,0.16743969705968145,0.10282311575484118
La_Liga,2016-08-19,16,La Coruna,Eibar,2,1,0,0,0.48761955314401423,0.28911955805884026,0.22326088879714548
La_Liga,2016-08-19,16,Malaga,Osasuna,1,1,0,0,0.6083162619043896,0.2517709978576008,0.13991274023800962
La_Liga,2016-08-20,16,Barcelona,Betis,6,2,3,1,0.8913422428820453,0.07542126670540385,0.03323649041255084
La_Liga,2016-08-20,16,Granada,Villarreal,1,1,0,0,0.3755386145177328,0.30725886642359956,0.31720251905866753
La_Liga,2016-08-20,16,Sevilla,Espanol,6,4,3,3,0.5667889688510489,0.24391664579908326,0.18929438534986767
La_Liga,2016-08-21,16,Ath Madrid,Alaves,1,1,0,0,0.795485386465518,0.15655152405641395,0.04796308947806801
La_Liga,2016-08-21,16,Sociedad,Real Madrid,0,3,0,2,0.19094097406034943,0.24611236103758602,0.5629466649020646
La_Liga,2016-08-21,16,Sp Gijon,Ath Bilbao,2,1,0,0,0.22282455103666213,0.2769570690851168,0.5002183798782212
La_Liga,2016-08-22,16,Celta,Leganes,0,1,0,0,0.602615837060874,0.24556595360230613,0.15181820933681986
La_Liga,2016-08-22,16,Valencia,Las Palmas,2,4,2,3,0.5542852324944143,0.252206905273808,0.19350786223177774
La_Liga,2016-08-26,16,Betis,La Coruna,0,0,0,0,0.44156530936012695,0.293495505023797,0.26493918561607616
La_Liga,2016-08-26,16,Espanol,Malaga,2,2,1,0,0.41154064619599723,0.2995311125218573,0.28892824128214556
La_Liga,2016-08-27,16,Eibar,Valencia,1,0,0,0,0.3528260487305143,0.30180197399102454,0.3453719772784612
La_Liga,2016-08-27,16,Leganes,Ath Madrid,0,0,0,0,0.12430416045289655,0.2557485076681005,0.6199473318790031
La_Liga,2016-08-27,16,Osasuna,Sociedad,0,2,0,1,0.30761378943973283,0.313510539397044,0.37887567116322307
La_Liga,2016-08-27,16,Real Madrid,Celta,2,1,0,0,0.8057909870362273,0.12443860812458192,0.06977040483919072
La_Liga,2016-08-28,16,Alaves,Sp Gijon,0,0,0,0,0.45571891561069927,0.3005508185776084,0.24373026581169244
La_Liga,2016-08-28,16,Ath Bilbao,Barcelona,0,1,0,1,0.1523509481067586,0.21054508708315994,0.6371039648100814
La_Liga,2016-08-28,16,Las Palmas,Granada,5,1,1,1,0.5134561127062326,0.2724169931302512,0.2141268941635162
La_Liga,2016-08-28,16,Villarreal,Sevilla,0,0,0,0,0.37683167866960493,0.28648022354999203,0.33668809778040304
La_Liga,2016-09-09,16,Sociedad,Espanol,1,1,0,0,0.4765150952692716,0.27807963066705366,0.24540527406367485
La_Liga,2016-09-10,16,Barcelona,Alaves,1,2,0,1,0.891147365605777,0.08002139609521262,0.028831238299010433
La_Liga,2016-09-10,16,Celta,Ath Madrid,0,4,0,0,0.17422908089538403,0.27371922458216325,0.5520516945224528
La_Liga,2016-09-10,16,Malaga,Villarreal,0,2,0,2,0.41008243665071875,0.30249908135654874,0.28741848199273246
La_Liga,2016-09-10,16,Real Madrid,Osasuna,5,2,3,0,0.9189013606669794,0.05174865557440357,0.02934998375861695
La_Liga,2016-09-10,16,Sevilla,Las Palmas,2,1,0,1,0.632980716945734,0.2105407964089888,0.15647848664527717
La_Liga,2016-09-11,16,Granada,Eibar,1,2,0,1,0.43934581893125485,0.28072813072111696,0.2799260503476281
La_Liga,2016-09-11,16,La Coruna,Ath Bilbao,0,1,0,1,0.276159763998149,0.29004945627024525,0.43379077973160574
La_Liga,2016-09-11,16,Sp Gijon,Leganes,2,1,2,0,0.42824694085964843,0.29627960560984734,0.2754734535305042
La_Liga,2016-09-11,16,Valencia,Betis,2,3,0,1,0.5828993055555556,0.2400173611111111,0.17708333333333331
La_Liga,2016-09-16,16,Betis,Granada,2,2,1,2,0.5483222355762384,0.2569363355187086,0.19474142890505294
La_Liga,2016-09-17,16,Ath Madrid,Sp Gijon,5,0,3,0,0.8032326560922689,0.1507605908357797,0.046006753071951546
La_Liga,2016-09-17,16,Eibar,Sevilla,1,1,0,1,0.3182387312186979,0.2800500834724541,0.40171118530884814
La_Liga,2016-09-17,16,Las Palmas,Malaga,1,0,1,0,0.42999999999999994,0.285,0.285
La_Liga,2016-09-17,16,Leganes,Barcelona,1,5,0,3,0.05755574934595739,0.1270711349196462,0.8153731157343964
La_Liga,2016-09-18,16,Ath Bilbao,Valencia,2,1,2,1,0.5069849125888083,0.26807695377983554,0.22493813363135629
La_Liga,2016-09-18,16,Espanol,Real Madrid,0,2,0,1,0.12625148877538425,0.1838107979168821,0.6899377133077336
La_Liga,2016-09-18,16,Osasuna,Celta,0,0,0,0,0.3289804734022388,0.3092624008639342,0.3617571257338271
La_Liga,2016-09-18,16,Villarreal,Sociedad,2,1,2,1,0.5210270889251071,0.2790686402219947,0.19990427085289822
La_Liga,2016-09-19,16,Alaves,La Coruna,0,0,0,0,0.4118833385044989,0.3112007446478436,0.27691591684765743
La_Liga,2016-09-20,16,Malaga,Eibar,2,1,1,1,0.5175672193110559,0.27948629842797007,0.20294648226097414
La_Liga,2016-09-20,16,Sevilla,Betis,1,0,0,0,0.6540558930164387,0.20145458717138773,0.14448951981217353
La_Liga,2016-09-21,16,Barcelona,Ath Madrid,1,1,1,0,0.6014708213446823,0.23567246124803656,0.1628567174072811
La_Liga,2016-09-21,16,Celta,Sp Gijon,2,1,0,0,0.6162146812437882,0.2332812721851484,0.1505040465710635
La_Liga,2016-09-21,16,Granada,Ath Bilbao,1,2,1,1,0.23230603805334749,0.27006376875623317,0.49763019319041946
La_Liga,2016-09-21,16,Real Madrid,Villarreal,1,1,0,1,0.7981735407050459,0.1341193244627331,0.06770713483222114
La_Liga,2016-09-21,16,Sociedad,Las Palmas,4,1,3,0,0.48361919895312433,0.2697107071084731,0.24667009393840256
La_Liga,2016-09-22,16,La Coruna,Leganes,1,2,1,0,0.4472339928420472,0.2977028706152229,0.25506313654273005
La_Liga,2016-09-22,16,Osasuna,Espanol,1,2,0,1,0.3255165884737688,0.3033451799709115,0.37113823155531966
La_Liga,2016-09-22,16,Valencia,Alaves,2,1,1,1,0.622995705830694,0.23014194309510344,0.14686235107420265
La_Liga,2016-09-23,16,Betis,Malaga,1,0,1,0,0.3643409667070704,0.3034294738210586,0.33222955947187094
La_Liga,2016-09-24,16,Ath Bilbao,Sevilla,3,1,1,0,0.469074521585788,0.27156945986545616,0.2593560185487558
La_Liga,2016-09-24,16,Eibar,Sociedad,2,0,0,0,0.3800478305432183,0.30263067987700715,0.3173214895797746
La_Liga,2016-09-24,16,Las Palmas,Real Madrid,2,2,1,1,0.1192571606065455,0.18053293926073738,0.7002099001327172
La_Liga,2016-09-24,16,Sp Gijon,Barcelona,0,5,0,2,0.07950784643059462,0.15647144177541022,0.7640207117939952
La_Liga,2016-09-25,16,Ath Madrid,La Coruna,1,0,0,0,0.7982864219016701,0.1465510893938887,0.05516248870444125
La_Liga,2016-09-25,16,Espanol,Celta,0,2,0,0,0.4224624025693105,0.28409065911907255,0.2934469383116169
La_Liga,2016-09-25,16,Leganes,Valencia,1,2,1,1,0.3442395384480811,0.293737330711686,0.3620231308402329
La_Liga,2016-09-25,16,Villarreal,Osasuna,3,1,3,1,0.6853746091789864,0.213062106766511,0.10156328405450263
La_Liga,2016-09-26,16,Alaves,Granada,3,1,0,0,0.4620073874524398,0.28555558641375284,0.25243702613380736
La_Liga,2016-09-30,16,Sociedad,Betis,1,0,0,0,0.5246155053832265,0.2710030373112248,0.2043814573055487
La_Liga,2016-10-01,16,Granada,Leganes,0,1,0,0,0.3942422132896184,0.2870359973950731,0.3187217893153084
La_Liga,2016-10-01,16,La Coruna,Sp Gijon,2,1,1,0,0.48811377861361704,0.28941259439922423,0.22247362698715872
La_Liga,2016-10-01,16,Osasuna,Las Palmas,2,2,2,0,0.3644919900022445,0.292681627792847,0.3428263822049083
La_Liga,2016-10-01,16,Sevilla,Alaves,2,1,0,0,0.6661139695105392,0.2114875885918991,0.12239844189756159
La_Liga,2016-10-02,16,Celta,Barcelona,4,3,3,0,0.12693625188065194,0.19811305708498508,0.6749506910343631
La_Liga,2016-10-02,16,Espanol,Villarreal,0,0,0,0,0.3346870401463079,0.31633323471892977,0.3489797251347624
La_Liga,2016-10-02,16,Malaga,Ath Bilbao,2,1,0,1,0.38875854330307047,0.31704580230541674,0.2941956543915128
La_Liga,2016-10-02,16,Real Madrid,Eibar,1,1,1,1,0.8880288410560917,0.07289788993744035,0.039073269006468035
La_Liga,2016-10-02,16,Valencia,Ath Madrid,0,2,0,0,0.21526853084775854,0.27984909010208614,0.5048823790501554
La_Liga,2016-10-14,16,Las Palmas,Espanol,0,0,0,0,0.4807752202787015,0.2794249143500146,0.23979986537128392
La_Liga,2016-10-15,16,Ath Madrid,Granada,7,1,2,1,0.8630778232884728,0.10356933879461672,0.033352837916910474
La_Liga,2016-10-15,16,Barcelona,La Coruna,4,0,3,0,0.8755100797856142,0.08526706863999026,0.03922285157439552
La_Liga,2016-10-15,16,Betis,Real Madrid,1,6,0,4,0.1236794417026527,0.17985618445404072,0.6964643738433067
La_Liga,2016-10-15,16,Leganes,Sevilla,2,3,0,1,0.2822166948849668,0.2805994072351962,0.4371838978798369
La_Liga,2016-10-16,16,Alaves,Malaga,1,1,1,0,0.35671527892288635,0.3195332303055171,0.32375149077159654
La_Liga,2016-10-16,16,Ath Bilbao,Sociedad,3,2,0,1,0.5161111726276161,0.2770088214667996,0.2068800059055845
La_Liga,2016-10-16,16,Sp Gijon,Valencia,1,2,1,1,0.27404038771077727,0.27176304376858246,0.4541965685206401
La_Liga,2016-10-16,16,Villarreal,Celta,5,0,3,0,0.524621456548164,0.2755736302654682,0.19980491318636795
La_Liga,2016-10-17,16,Eibar,Osasuna,2,3,2,2,0.550365499139172,0.26124015692472696,0.18839434393610113
La_Liga,2016-10-21,16,Osasuna,Betis,1,2,0,1,0.3782929719546656,0.29511409559113977,0.32659293245419463
La_Liga,2016-10-22,16,Espanol,Eibar,3,3,0,3,0.4689479230971245,0.29083120453204453,0.2402208723708309
La_Liga,2016-10-22,16,Granada,Sp Gijon,0,0,0,0,0.4538510771481421,0.2833289961387246,0.26281992671313326
La_Liga,2016-10-22,16,Sociedad,Alaves,3,0,1,0,0.5765915969835326,0.2572718411737547,0.16613656184271278
La_Liga,2016-10-22,16,Valencia,Barcelona,2,3,0,1,0.12775672141321454,0.18700268191590752,0.685240596670878
La_Liga,2016-10-23,16,Celta,La Coruna,4,1,1,1,0.5480244318742858,0.26512533325810045,0.18685023486761365
La_Liga,2016-10-23,16,Malaga,Leganes,4,0,2,0,0.5239180696212836,0.28730990914715554,0.18877202123156078
