Div,Date,Y,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,pH,pD,pA
La_Liga,2018-03-11,17,Las Palmas,Villarreal,0,2,0,0,0.26575656099883394,0.28270335619296244,0.4515400828082038
La_Liga,2018-03-12,17,Alaves,Betis,1,3,0,2,0.45158115452094644,0.28191193461423253,0.26650691086482087
La_Liga,2018-03-16,17,Levante,Eibar,2,1,1,0,0.3038796767502749,0.2946990218635596,0.40142130138616555
La_Liga,2018-03-17,17,Betis,Espanol,3,0,1,0,0.4296293847323701,0.2876869331393747,0.2826836821282552
La_Liga,2018-03-17,17,La Coruna,Las Palmas,1,1,1,1,0.5513404583308215,0.2515135595993696,0.19714598206980888
La_Liga,2018-03-17,17,Sociedad,Getafe,1,2,1,1,0.5568766003056709,0.2486056251364602,0.19451777455786906
La_Liga,2018-03-17,17,Valencia,Alaves,3,1,2,0,0.6635794646177413,0.2102288390060517,0.12619169637620697
La_Liga,2018-03-18,17,Barcelona,Ath Bilbao,2,0,2,0,0.8404129705024966,0.114826742730612,0.044760286766891456
La_Liga,2018-03-18,17,Celta,Malaga,0,0,0,0,0.6390566003319775,0.22791529102748848,0.1330281086405341
La_Liga,2018-03-18,17,Leganes,Sevilla,2,1,1,0,0.26296931320716893,0.28950034183934625,0.44753034495348476
La_Liga,2018-03-18,17,Real Madrid,Girona,6,3,1,1,0.8073285857605711,0.1174119698041215,0.07525944443530747
La_Liga,2018-03-18,17,Villarreal,Ath Madrid,2,1,0,1,0.23580728238850943,0.28797703512933004,0.4762156824821605
La_Liga,2018-04-01,17,Ath Madrid,La Coruna,1,0,1,0,0.7748567213103345,0.15696454483135394,0.06817873385831155
La_Liga,2018-04-01,17,Eibar,Sociedad,0,0,0,0,0.4083161360154907,0.28286248263102115,0.30882138135348824
La_Liga,2018-04-01,17,Espanol,Alaves,0,0,0,0,0.48082185873556627,0.3003287302255998,0.21884941103883396
La_Liga,2018-04-01,17,Leganes,Valencia,0,1,0,0,0.2470166609478058,0.2861336688398337,0.4668496702123604
La_Liga,2018-04-01,17,Malaga,Villarreal,1,0,1,0,0.26207186519615766,0.29276496652543743,0.44516316827840485
La_Liga,2018-04-02,17,Getafe,Betis,0,1,0,0,0.4751819417442321,0.2744008395987819,0.2504172186569861
La_Liga,2018-04-06,17,La Coruna,Malaga,3,2,1,1,0.46658747995802874,0.2902285217596071,0.2431839982823641
La_Liga,2018-04-07,17,Alaves,Getafe,2,0,0,0,0.3824437498326173,0.32292435830237554,0.2946318918650072
La_Liga,2018-04-07,17,Barcelona,Leganes,3,1,2,0,0.8685401473792234,0.09679253383728657,0.03466731878349003
La_Liga,2018-04-07,17,Betis,Eibar,2,0,1,0,0.4278460332704132,0.28439911249461863,0.28775485423496816
La_Liga,2018-04-07,17,Celta,Sevilla,4,0,1,0,0.43787153940176493,0.2766157316900668,0.2855127289081683
La_Liga,2018-04-08,17,Levante,Las Palmas,2,1,1,0,0.5158392479792284,0.2620796179249305,0.22208113409584093
La_Liga,2018-04-08,17,Real Madrid,Ath Madrid,1,1,0,0,0.5683839653090892,0.2485771306083229,0.18303890408258805
La_Liga,2018-04-08,17,Sociedad,Girona,5,0,2,0,0.5059327758797348,0.2576385903556433,0.23642863376462184
La_Liga,2018-04-08,17,Valencia,Espanol,1,0,1,0,0.6478689133217572,0.22541061269950538,0.1267204739787375
La_Liga,2018-04-09,17,Villarreal,Ath Bilbao,1,3,0,1,0.515884446344115,0.2809860529078897,0.20312950074799527
La_Liga,2018-04-13,17,Girona,Betis,0,1,0,1,0.4083161360154907,0.28286248263102115,0.30882138135348824
La_Liga,2018-04-14,17,Ath Bilbao,La Coruna,2,3,0,2,0.5770000104726297,0.25132216950998565,0.17167782001738457
La_Liga,2018-04-14,17,Barcelona,Valencia,2,1,1,0,0.740277308082516,0.1615150490361853,0.09820764288129862
La_Liga,2018-04-14,17,Las Palmas,Sociedad,0,1,0,1,0.2630378670868362,0.2588292612134468,0.478132871699717
La_Liga,2018-04-14,17,Leganes,Celta,1,0,0,0,0.2928019520130134,0.3009353395689304,0.4062627084180561
La_Liga,2018-04-14,17,Sevilla,Villarreal,2,2,0,1,0.5341059214030568,0.2538737236798945,0.2120203549170486
La_Liga,2018-04-15,17,Ath Madrid,Levante,3,0,1,0,0.7870824623522888,0.1586963013523314,0.054221236295379886
La_Liga,2018-04-15,17,Eibar,Alaves,0,1,0,1,0.5321341665663774,0.2830830014001368,0.1847828320334859
La_Liga,2018-04-15,17,Getafe,Espanol,1,0,0,0,0.4500644926751002,0.31403213797587376,0.23590336934902598
La_Liga,2018-04-15,17,Malaga,Real Madrid,1,2,0,1,0.09067627555278528,0.16453233135716183,0.744791393090053
La_Liga,2018-04-17,17,Celta,Barcelona,2,2,1,1,0.19923319556232325,0.22650641722862738,0.5742603872090494
La_Liga,2018-04-17,17,La Coruna,Sevilla,0,0,0,0,0.385584547281293,0.2622389528552879,0.3521764998634192
La_Liga,2018-04-17,17,Villarreal,Leganes,2,1,1,0,0.5957178176231968,0.2511509565300881,0.15313122584671518
La_Liga,2018-04-18,17,Espanol,Eibar,0,1,0,1,0.41025574044565194,0.30997100389227034,0.2797732556620778
La_Liga,2018-04-18,17,Real Madrid,Ath Bilbao,1,1,0,1,0.7877258919837307,0.13566390361942027,0.0766102043968491
La_Liga,2018-04-18,17,Valencia,Getafe,1,2,0,1,0.6552640582498946,0.2194030217510883,0.12533291999901708
La_Liga,2018-04-19,17,Alaves,Girona,1,2,0,0,0.39999546721664436,0.30691476100899756,0.293089771774358
La_Liga,2018-04-19,17,Betis,Las Palmas,1,0,0,0,0.7071022122143444,0.17741837324650822,0.11547941453914737
La_Liga,2018-04-19,17,Levante,Malaga,1,0,0,0,0.5275154202004626,0.27413020431765617,0.19835437548188128
La_Liga,2018-04-19,17,Sociedad,Ath Madrid,3,0,1,0,0.29049848853061466,0.2887795625629779,0.42072194890640746
La_Liga,2018-04-20,17,Leganes,La Coruna,0,0,0,0,0.39147193722906587,0.2980933100001144,0.3104347527708198
La_Liga,2018-04-21,17,Celta,Valencia,1,1,0,0,0.3562874708242437,0.28214672545041264,0.3615658037253436
La_Liga,2018-04-21,17,Eibar,Getafe,0,1,0,1,0.45547839289228786,0.3008406669103383,0.243680940197374
La_Liga,2018-04-22,17,Ath Madrid,Betis,0,0,0,0,0.5984270066439217,0.2482025498294128,0.15337044352666546
La_Liga,2018-04-22,17,Girona,Espanol,0,2,0,1,0.4605972971469885,0.29770313108280966,0.2416995717702019
La_Liga,2018-04-22,17,Las Palmas,Alaves,0,4,0,0,0.3078550328268901,0.29218576468899454,0.39995920248411543
La_Liga,2018-04-22,17,Malaga,Sociedad,2,0,2,0,0.17598400145441323,0.26906644850468137,0.5549495500409053
La_Liga,2018-04-23,17,Ath Bilbao,Levante,1,3,1,2,0.5814369828134947,0.26400381922342453,0.15455919796308082
La_Liga,2018-04-29,17,Alaves,Ath Madrid,0,1,0,0,0.2788202257638592,0.30591560820486124,0.4152641660312797
La_Liga,2018-04-29,17,Getafe,Girona,1,1,1,1,0.46862571807335396,0.29010163499779057,0.24127264692885553
La_Liga,2018-04-29,17,La Coruna,Barcelona,2,4,1,2,0.08279749774411696,0.15326621447617889,0.7639362877797041
La_Liga,2018-04-29,17,Valencia,Eibar,0,0,0,0,0.6507435781883731,0.21406038756196488,0.13519603424966203
La_Liga,2018-05-04,17,Sevilla,Sociedad,1,0,0,0,0.43895459748187715,0.2740366272415109,0.287008775276612
La_Liga,2018-05-05,17,Ath Bilbao,Betis,2,0,0,0,0.41190187900802727,0.29582044037849237,0.29227768061348053
La_Liga,2018-05-05,17,Celta,La Coruna,1,1,1,0,0.5884226360288397,0.2230094921935785,0.1885678717775818
La_Liga,2018-05-05,17,Girona,Eibar,1,4,0,2,0.46231984871311765,0.2869102590543171,0.2507698922325651
La_Liga,2018-05-05,17,Villarreal,Valencia,1,0,0,0,0.42927662456700916,0.28327265632764853,0.2874507191053424
La_Liga,2018-05-06,17,Ath Madrid,Espanol,0,2,0,0,0.6832810204503018,0.22410363744126865,0.0926153421084295
La_Liga,2018-05-06,17,Barcelona,Real Madrid,2,2,1,1,0.5663435866370511,0.21176325413385388,0.22189315922909517
La_Liga,2018-05-06,17,Las Palmas,Getafe,0,1,0,0,0.2504259533736892,0.28227202836918724,0.4673020182571234
La_Liga,2018-05-06,17,Malaga,Alaves,0,3,0,1,0.3979225369472139,0.307542654738383,0.29453480831440304
La_Liga,2018-05-07,17,Leganes,Levante,0,3,0,0,0.44777773830248346,0.3012825523146339,0.25093970938288274
La_Liga,2018-05-09,17,Barcelona,Villarreal,5,1,3,0,0.7510588484096872,0.15805316712047254,0.0908879844698402
La_Liga,2018-05-09,17,Sevilla,Real Madrid,3,2,2,0,0.394366822896999,0.24498545058752969,0.3606477265154712
La_Liga,2018-05-12,17,Alaves,Ath Bilbao,3,1,1,0,0.3723366559336918,0.3067679366497712,0.32089540741653705
La_Liga,2018-05-12,17,Betis,Sevilla,2,2,1,0,0.37373877713483206,0.2636373536005166,0.3626238692646512
La_Liga,2018-05-12,17,Eibar,Las Palmas,1,0,1,0,0.6921207815275311,0.19835168738898756,0.10952753108348136
La_Liga,2018-05-12,17,Getafe,Ath Madrid,0,1,0,1,0.35209328125181827,0.3115969294145484,0.3363097893336333
La_Liga,2018-05-12,17,Girona,Valencia,0,1,0,0,0.37395886452490223,0.2711201767805541,0.35492095869454354
La_Liga,2018-05-12,17,La Coruna,Villarreal,2,4,0,3,0.2569006470636415,0.26455893193545743,0.4785404210009009
La_Liga,2018-05-12,17,Real Madrid,Celta,6,0,3,0,0.7220997801889439,0.15784889159105792,0.12005132821999813
La_Liga,2018-05-12,17,Sociedad,Leganes,3,2,2,1,0.673445658948427,0.20732403513274292,0.11923030591883017
La_Liga,2018-05-13,17,Espanol,Malaga,4,1,3,1,0.590872124689433,0.24744644815674222,0.1616814271538249
La_Liga,2018-05-13,17,Levante,Barcelona,5,4,2,1,0.09456773979991293,0.15899681780993488,0.7464354423901522
La_Liga,2018-05-20,17,Ath Bilbao,Espanol,0,1,0,1,0.47535658805253506,0.2605564185849456,0.2640869933625195
La_Liga,2018-05-20,17,Ath Madrid,Eibar,2,2,1,1,0.6087936386443848,0.23358988533117883,0.1576164760244362
La_Liga,2018-05-20,17,Barcelona,Sociedad,1,0,0,0,0.7698339759311325,0.12779448471632343,0.1023715393525442
La_Liga,2018-05-20,17,Valencia,La Coruna,2,1,1,0,0.7162190883763679,0.17519028061004688,0.10859063101358532
Bundesliga,2014-08-22,14,Bayern Munich,Wolfsburg,2,1,1,0,0.7665755675265794,0.15165637193725218,0.08176806053616846
Bundesliga,2014-08-23,14,Dortmund,Leverkusen,0,2,0,1,0.6007940551703428,0.22307387469878334,0.1761320701308739
Bundesliga,2014-08-23,14,Ein Frankfurt,Freiburg,1,0,1,0,0.48052263012701973,0.27004577560857307,0.2494315942644072
Bundesliga,2014-08-23,14,FC Koln,Hamburg,0,0,0,0,0.48070454262307777,0.267203614973046,0.2520918424038763
Bundesliga,2014-08-23,14,Hannover,Schalke 04,2,1,0,0,0.3116233458576198,0.2741937261037716,0.41418292803860857
Bundesliga,2014-08-23,14,Hertha,Werder Bremen,2,2,1,0,0.4974276935909006,0.2670115957422546,0.23556071066684475
Bundesliga,2014-08-23,14,Hoffenheim,Augsburg,2,0,2,0,0.50017217518988,0.25596278417027796,0.24386504063984202
Bundesliga,2014-08-24,14,M'gladbach,Stuttgart,1,1,0,0,0.50509568855973,0.26270392380854585,0.23220038763172415
Bundesliga,2014-08-24,14,Paderborn,Mainz,2,2,1,1,0.31107453562191395,0.2856806959793087,0.4032447683987773
Bundesliga,2014-08-29,14,Augsburg,Dortmund,2,3,0,2,0.19178097290267115,0.2450001928831624,0.5632188342141664
Bundesliga,2014-08-30,14,Hamburg,Paderborn,0,3,0,1,0.5575221238938054,0.24778761061946905,0.19469026548672566
Bundesliga,2014-08-30,14,Leverkusen,Hertha,4,2,0,1,0.6773837721360959,0.20210009662496686,0.1205161312389373
Bundesliga,2014-08-30,14,Schalke 04,Bayern Munich,1,1,0,1,0.13897548554013975,0.20598672594733503,0.6550377885125253
Bundesliga,2014-08-30,14,Stuttgart,FC Koln,0,2,0,2,0.49487149257250646,0.2684508370667295,0.23667767036076398
Bundesliga,2014-08-30,14,Werder Bremen,Hoffenheim,1,1,0,1,0.29253030895580756,0.262025811497849,0.44544387954634335
Bundesliga,2014-08-30,14,Wolfsburg,Ein Frankfurt,2,2,1,1,0.6058149206925894,0.22613368007419235,0.16805139923321827
Bundesliga,2014-08-31,14,Freiburg,M'gladbach,0,0,0,0,0.3203864023799178,0.27616405388240806,0.4034495437376742
Bundesliga,2014-08-31,14,Mainz,Hannover,0,0,0,0,0.44980283604596005,0.2716260893573942,0.27857107459664576
Bundesliga,2014-09-12,14,Leverkusen,Werder Bremen,3,3,1,1,0.7153447122998415,0.1791631180714411,0.10549216962871723
Bundesliga,2014-09-13,14,Bayern Munich,Stuttgart,2,0,1,0,0.8398235901285541,0.10978699446373276,0.05038941540771324
Bundesliga,2014-09-13,14,Dortmund,Freiburg,3,1,2,0,0.7649541433325218,0.1506371236100966,0.08440873305738171
Bundesliga,2014-09-13,14,Hertha,Mainz,1,3,0,1,0.42856675856207305,0.2869642915517974,0.28446894988612964
Bundesliga,2014-09-13,14,Hoffenheim,Wolfsburg,1,1,0,0,0.39657087016390524,0.2633145293830231,0.3401146004530715
Bundesliga,2014-09-13,14,M'gladbach,Schalke 04,4,1,1,0,0.4053790020574609,0.27402714664219424,0.3205938513003449
Bundesliga,2014-09-13,14,Paderborn,FC Koln,0,0,0,0,0.31591852131271214,0.2923425122595247,0.3917389664277631
Bundesliga,2014-09-14,14,Ein Frankfurt,Augsburg,0,1,0,0,0.4280461075794977,0.27847317794234366,0.2934807144781586
Bundesliga,2014-09-14,14,Hannover,Hamburg,2,0,2,0,0.447618032612171,0.2723009698390707,0.28008099754875837
Bundesliga,2014-09-19,14,Freiburg,Hertha,2,2,1,1,0.3827478694658075,0.28734150904177924,0.3299106214924132
Bundesliga,2014-09-20,14,Augsburg,Werder Bremen,4,2,2,1,0.526439482961222,0.25499412455934195,0.2185663924794359
Bundesliga,2014-09-20,14,Hamburg,Bayern Munich,0,0,0,0,0.08308900442626076,0.15687204035678032,0.7600389552169589
Bundesliga,2014-09-20,14,Mainz,Dortmund,2,0,0,0,0.17363898259178098,0.22815354689385176,0.5982074705143674
Bundesliga,2014-09-20,14,Paderborn,Hannover,2,0,0,0,0.32684864191713503,0.27935781360438894,0.3937935444784759
Bundesliga,2014-09-20,14,Schalke 04,Ein Frankfurt,2,2,1,2,0.5597878914358226,0.24069503931515712,0.19951706924902027
Bundesliga,2014-09-20,14,Stuttgart,Hoffenheim,0,2,0,1,0.37273336553330255,0.27079799761121154,0.35646863685548574
Bundesliga,2014-09-21,14,FC Koln,M'gladbach,0,0,0,0,0.3299106214924132,0.28734150904177924,0.3827478694658075
Bundesliga,2014-09-21,14,Wolfsburg,Leverkusen,4,1,2,1,0.3381350406070307,0.2664651135218448,0.3953998458711246
Bundesliga,2014-09-23,14,Bayern Munich,Paderborn,4,0,2,0,0.8627715903127094,0.09521390251272882,0.04201450717456167
Bundesliga,2014-09-23,14,Ein Frankfurt,Mainz,2,2,1,2,0.4207524027459954,0.273841647597254,0.30540594965675055
Bundesliga,2014-09-23,14,Hoffenheim,Freiburg,3,3,1,2,0.5726166640997997,0.23425227167719084,0.19313106422300938
Bundesliga,2014-09-23,14,Werder Bremen,Schalke 04,0,3,0,0,0.3379636526143304,0.26999851035304634,0.3920378370326233
Bundesliga,2014-09-24,14,Dortmund,Stuttgart,2,2,0,0,0.7218153193237045,0.1768772674378808,0.10130741323841469
Bundesliga,2014-09-24,14,Hannover,FC Koln,1,0,1,0,0.42750000000000005,0.28625,0.28625
Bundesliga,2014-09-24,14,Hertha,Wolfsburg,1,0,1,0,0.30302072318576734,0.27196319754068876,0.42501607927354385
Bundesliga,2014-09-24,14,Leverkusen,Augsburg,1,0,1,0,0.6171502375570829,0.2170948844503898,0.16575487799252733
Bundesliga,2014-09-24,14,M'gladbach,Hamburg,1,0,1,0,0.5661646671461505,0.24364797864747276,0.19018735420637675
Bundesliga,2014-09-26,14,Mainz,Hoffenheim,0,0,0,0,0.408539378981127,0.27311824778682586,0.318342373232047
Bundesliga,2014-09-27,14,FC Koln,Bayern Munich,0,2,0,1,0.09875659719116199,0.19134090705787635,0.7099024957509616
Bundesliga,2014-09-27,14,Freiburg,Leverkusen,0,0,0,0,0.21747371271266755,0.24775486258405163,0.5347714247032809
Bundesliga,2014-09-27,14,Paderborn,M'gladbach,1,2,0,2,0.2656342685054212,0.27846319624573984,0.4559025352488391
Bundesliga,2014-09-27,14,Schalke 04,Dortmund,2,1,2,1,0.26624369699456424,0.25581639815665697,0.47793990484877874
Bundesliga,2014-09-27,14,Stuttgart,Hannover,1,0,0,0,0.4710521438916077,0.26697233223284583,0.2619755238755465
Bundesliga,2014-09-27,14,Wolfsburg,Werder Bremen,2,1,1,1,0.6444821787727917,0.20798575620693066,0.14753206502027763
Bundesliga,2014-09-28,14,Augsburg,Hertha,1,0,1,0,0.48014440433212996,0.2743682310469314,0.24548736462093865
Bundesliga,2014-09-28,14,Hamburg,Ein Frankfurt,1,2,0,1,0.43762660728395947,0.2671072480425257,0.29526614467351486
Bundesliga,2014-10-03,14,Hertha,Stuttgart,3,2,1,1,0.4278570673047113,0.286489088926254,0.2856538437690346
Bundesliga,2014-10-04,14,Bayern Munich,Hannover,4,0,3,0,0.8554388642342217,0.09837546938693549,0.04618566637884295
Bundesliga,2014-10-04,14,Dortmund,Hamburg,0,1,0,1,0.7164663248325321,0.17590660663451058,0.10762706853295714
Bundesliga,2014-10-04,14,Ein Frankfurt,FC Koln,3,2,1,1,0.40499500052233345,0.2934394913964213,0.3015655080812452
Bundesliga,2014-10-04,14,Hoffenheim,Schalke 04,2,1,2,0,0.4226004054731611,0.26214784510634587,0.3152517494204931
Bundesliga,2014-10-04,14,Leverkusen,Paderborn,2,2,1,1,0.7273310646572678,0.17378706854642684,0.0988818667963053
Bundesliga,2014-10-04,14,Werder Bremen,Freiburg,1,1,1,1,0.41007715273877443,0.27376659079488014,0.31615625646634543
Bundesliga,2014-10-05,14,M'gladbach,Mainz,1,1,1,1,0.5292620865139949,0.2597174695095201,0.2110204439764851
Bundesliga,2014-10-05,14,Wolfsburg,Augsburg,1,0,0,0,0.5470404966466551,0.2543383088305228,0.1986211945228221
Bundesliga,2014-10-18,14,Bayern Munich,Werder Bremen,6,0,4,0,0.8767880481049388,0.08393184733995997,0.03928010455510126
Bundesliga,2014-10-18,14,FC Koln,Dortmund,2,1,1,0,0.1603574356528909,0.2310811159998027,0.6085614483473065
Bundesliga,2014-10-18,14,Freiburg,Wolfsburg,1,2,0,1,0.25620292807305634,0.2711897288795583,0.4726073430473855
Bundesliga,2014-10-18,14,Hannover,M'gladbach,0,3,0,1,0.3004189196129212,0.277440701965474,0.42214037842160484
Bundesliga,2014-10-18,14,Mainz,Augsburg,2,1,2,0,0.40156666566815447,0.29601893179163047,0.30241440254021507
Bundesliga,2014-10-18,14,Schalke 04,Hertha,2,0,1,0,0.5639861249411842,0.24656679834112072,0.1894470767176951
Bundesliga,2014-10-18,14,Stuttgart,Leverkusen,3,3,0,3,0.2670297091283526,0.2663040849187646,0.4666662059528828
Bundesliga,2014-10-19,14,Hamburg,Hoffenheim,1,1,1,1,0.37677245104659013,0.2721134368669818,0.3511141120864281
Bundesliga,2014-10-19,14,Paderborn,Ein Frankfurt,3,1,0,0,0.3731457702479972,0.2740618651538963,0.35279236459810653
Bundesliga,2014-10-24,14,Werder Bremen,FC Koln,0,1,0,0,0.36342889960252084,0.2836005863950308,0.3529705140024484
Bundesliga,2014-10-25,14,Augsburg,Freiburg,2,0,1,0,0.5078797539700433,0.26781637299513206,0.22430387303482457
Bundesliga,2014-10-25,14,Dortmund,Hannover,0,1,0,0,0.792698270818565,0.13633090926699312,0.07097081991444192
Bundesliga,2014-10-25,14,Ein Frankfurt,Stuttgart,4,5,1,2,0.41198054347386487,0.2686338886213146,0.31938556790482037
Bundesliga,2014-10-25,14,Hertha,Hamburg,3,0,0,0,0.4299979287715435,0.2858295269968277,0.28417254423162874
Bundesliga,2014-10-25,14,Hoffenheim,Paderborn,1,0,0,0,0.5801777551122339,0.23234606780561026,0.1874761770821559
Bundesliga,2014-10-25,14,Leverkusen,Schalke 04,1,0,0,0,0.5562448598609566,0.23590143454344178,0.20785370559560162
Bundesliga,2014-10-26,14,M'gladbach,Bayern Munich,0,0,0,0,0.11132941643209339,0.19717378572912925,0.6914967978387774
Bundesliga,2014-10-26,14,Wolfsburg,Mainz,3,0,1,0,0.5910897964934883,0.2330662855532519,0.17584391795325993
Bundesliga,2014-10-31,14,Schalke 04,Augsburg,1,0,1,0,0.494879740298067,0.26554522650140183,0.2395750332005312
Bundesliga,2014-11-01,14,Bayern Munich,Dortmund,2,1,0,1,0.6550618147888966,0.20556333100069976,0.13937485421040355
Bundesliga,2014-11-01,14,Hamburg,Leverkusen,1,0,1,0,0.2566288709166088,0.2628209884454278,0.4805501406379635
Bundesliga,2014-11-01,14,Hannover,Ein Frankfurt,1,0,0,0,0.42445005409304004,0.2701045798773891,0.30544536602957084
Bundesliga,2014-11-01,14,Mainz,Werder Bremen,1,2,1,1,0.5384236175248639,0.24808379339120312,0.213492589083933
Bundesliga,2014-11-01,14,Stuttgart,Wolfsburg,0,4,0,2,0.2925001159426494,0.26411735536600417,0.4433825286913464
Bundesliga,2014-11-02,14,FC Koln,Freiburg,0,1,0,0,0.5048459331855383,0.27205586399442894,0.22309820282003284
Bundesliga,2014-11-02,14,M'gladbach,Hoffenheim,3,1,2,1,0.4876526982373358,0.26419997936847567,0.24814732239418852
Bundesliga,2014-11-02,14,Paderborn,Hertha,3,1,1,1,0.3740762826367554,0.28082517493074477,0.34509854243249977
Bundesliga,2014-11-07,14,Hertha,Hannover,0,2,0,1,0.4643165572422978,0.27442799321603595,0.26125544954166624
Bundesliga,2014-11-08,14,Augsburg,Paderborn,3,0,1,0,0.5479527107428112,0.2574371003227381,0.1946101889344508
Bundesliga,2014-11-08,14,Ein Frankfurt,Bayern Munich,0,4,0,1,0.06935590719224408,0.13920370025109982,0.7914403925566562
Bundesliga,2014-11-08,14,Freiburg,Schalke 04,2,0,1,0,0.34534470881246354,0.28594139155317677,0.3687138996343595
Bundesliga,2014-11-08,14,Hoffenheim,FC Koln,3,4,3,3,0.5288772207132324,0.26161038992499464,0.20951238936177305
Bundesliga,2014-11-08,14,Leverkusen,Mainz,0,0,0,0,0.6525062034739454,0.2060545905707196,0.141439205955335
Bundesliga,2014-11-08,14,Werder Bremen,Stuttgart,2,0,1,0,0.37224024100064423,0.26246429861439524,0.36529546038496047
Bundesliga,2014-11-09,14,Dortmund,M'gladbach,1,0,0,0,0.6087862666593539,0.22075357867602693,0.17046015466461908
Bundesliga,2014-11-09,14,Wolfsburg,Hamburg,2,0,1,0,0.6017182005135132,0.22651285608245414,0.17176894340403265
Bundesliga,2014-11-22,14,Bayern Munich,Hoffenheim,4,0,2,0,0.8356549512619613,0.10815445718766534,0.05619059155037326
Bundesliga,2014-11-22,14,FC Koln,Hertha,1,2,0,1,0.44111687687601536,0.29058737883227126,0.26829574429171343
Bundesliga,2014-11-22,14,Hannover,Leverkusen,1,3,0,0,0.23493900016473349,0.26265298409837495,0.5024080157368916
Bundesliga,2014-11-22,14,Mainz,Freiburg,2,2,1,1,0.451533993898667,0.280753228298025,0.267712777803308
Bundesliga,2014-11-22,14,M'gladbach,Ein Frankfurt,1,3,1,0,0.6997716502719267,0.1834607322810295,0.11676761744704378
Bundesliga,2014-11-22,14,Paderborn,Dortmund,2,2,0,2,0.1278547449051965,0.19291692278594733,0.6792283323088563
Bundesliga,2014-11-22,14,Schalke 04,Wolfsburg,3,2,3,1,0.302728162692329,0.26918487596741725,0.4280869613402538
Bundesliga,2014-11-23,14,Hamburg,Werder Bremen,2,0,0,0,0.5158621208417173,0.25725407601030525,0.22688380314797751
Bundesliga,2014-11-23,14,Stuttgart,Augsburg,0,1,0,0,0.3876482706603274,0.2810172277279737,0.33133450161169875
Bundesliga,2014-11-28,14,Freiburg,Stuttgart,1,4,1,1,0.4034495437376742,0.27616405388240806,0.3203864023799178
Bundesliga,2014-11-29,14,Augsburg,Hamburg,3,1,0,1,0.4828596072453012,0.276894068561571,0.24024632419312775
Bundesliga,2014-11-29,14,Hertha,Bayern Munich,0,1,0,1,0.05413427802955777,0.12247880404187446,0.8233869179285678
Bundesliga,2014-11-29,14,Hoffenheim,Hannover,4,3,2,1,0.5609020632178632,0.2399947703254916,0.1991031664566452
Bundesliga,2014-11-29,14,Leverkusen,FC Koln,5,1,1,1,0.6410577269369991,0.2204086117333952,0.13853366132960573
Bundesliga,2014-11-29,14,Schalke 04,Mainz,4,1,2,1,0.5024595584084641,0.2648097672693256,0.23273067432221017
Bundesliga,2014-11-29,14,Werder Bremen,Paderborn,4,0,1,0,0.4298593266843779,0.2722442402334393,0.2978964330821828
Bundesliga,2014-11-30,14,Ein Frankfurt,Dortmund,2,0,1,0,0.18106575232348696,0.22053401743669646,0.5984002302398166
Bundesliga,2014-11-30,14,Wolfsburg,M'gladbach,1,0,1,0,0.5083992409480509,0.25686139660464347,0.23473936244730578
Bundesliga,2014-12-05,14,Dortmund,Hoffenheim,1,0,1,0,0.645321584151856,0.20141453961207825,0.1532638762360658
Bundesliga,2014-12-06,14,Bayern Munich,Leverkusen,1,0,0,0,0.7657557489496167,0.1445674570288362,0.08967679402154707
Bundesliga,2014-12-06,14,FC Koln,Augsburg,1,2,1,0,0.32999080071914705,0.3015608240418052,0.3684483752390476
Bundesliga,2014-12-06,14,Hannover,Wolfsburg,1,3,1,1,0.23797780517879163,0.25400739827373614,0.5080147965474723
Bundesliga,2014-12-06,14,M'gladbach,Hertha,3,2,1,1,0.5666957256329771,0.25073749497315867,0.18256677939386412
Bundesliga,2014-12-06,14,Paderborn,Freiburg,1,1,0,1,0.4016135994879352,0.2760386430283273,0.32234775748373745
Bundesliga,2014-12-06,14,Stuttgart,Schalke 04,0,4,0,3,0.43775988739110766,0.26865264322084415,0.2935874693880483
Bundesliga,2014-12-07,14,Ein Frankfurt,Werder Bremen,5,2,1,1,0.48756102844383725,0.25454484861613313,0.25789412294002967
Bundesliga,2014-12-07,14,Hamburg,Mainz,2,1,1,0,0.4625194487663925,0.27389419871082465,0.26358635252278284
Bundesliga,2014-12-12,14,Hoffenheim,Ein Frankfurt,3,2,1,0,0.5265997178189061,0.24184579633164582,0.2315544858494481
Bundesliga,2014-12-13,14,Augsburg,Bayern Munich,0,4,0,0,0.09995199830773696,0.1805406021093625,0.7195073995829006
Bundesliga,2014-12-13,14,Freiburg,Hamburg,0,0,0,0,0.4050310857474921,0.2857653724515833,0.3092035418009245
Bundesliga,2014-12-13,14,Hertha,Dortmund,1,0,1,0,0.166533083978983,0.2400035622050049,0.5934633538160122
Bundesliga,2014-12-13,14,Mainz,Stuttgart,1,1,1,0,0.41129622645695146,0.2719125052687624,0.3167912682742863
Bundesliga,2014-12-13,14,Schalke 04,FC Koln,1,2,0,0,0.5219035787427966,0.259571092073137,0.21852532918406628
Bundesliga,2014-12-13,14,Werder Bremen,Hannover,3,3,1,1,0.3860197658575402,0.27934193882568437,0.33463829531677547
Bundesliga,2014-12-14,14,Leverkusen,M'gladbach,1,1,1,1,0.5757657901870425,0.23990241257793435,0.18433179723502305
Bundesliga,2014-12-14,14,Wolfsburg,Paderborn,1,1,1,0,0.6946555058929732,0.18104699876323332,0.12429749534379342
